Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_019217936.1	153688	159248		minus	poly [ADP-ribose] polymerase 14-like	LOC111330507	111330507	protein-coding	XM_022935370.1	Spis_XP_022791105_1	1035	
NW_019217936.1	159213	162562		minus	poly [ADP-ribose] polymerase 14-like	LOC111330510	111330510	protein-coding	XM_022935374.1	Spis_XP_022791109_1	296	
NW_019217936.1	162787	166723		plus	uncharacterized protein LOC111330495	LOC111330495	111330495	protein-coding	XM_022935362.1	Spis_XP_022791097_1	653	
NW_019217936.1	188355	204803		plus	uncharacterized protein LOC111330519	LOC111330519	111330519	protein-coding	XM_022935385.1	Spis_XP_022791120_1	156	
NW_019217936.1	208006	210044		plus	melatonin receptor type 1B-like	LOC111330476	111330476	protein-coding	XM_022935329.1	Spis_XP_022791064_1	339	
NW_019217936.1	211201	225695		minus	cytochrome P450 4F4-like	LOC111330482	111330482	protein-coding	XM_022935343.1	Spis_XP_022791078_1	524	
NW_019217936.1	236046	245778		minus	uncharacterized protein LOC111330483 isoform X1	LOC111330483	111330483	protein-coding	XM_022935344.1	Spis_XP_022791079_1	424	
NW_019217936.1	253256	267938		minus	uncharacterized protein LOC111330529	LOC111330529	111330529	protein-coding	XM_022935395.1	Spis_XP_022791130_1	1327	
NW_019217936.1	274017	276195		minus	transcription factor MafK-like	LOC111330523	111330523	protein-coding	XM_022935389.1	Spis_XP_022791124_1	194	
NW_019217936.1	279087	280209		minus	transcription factor MafK-like	LOC111330496	111330496	protein-coding	XM_022935363.1	Spis_XP_022791098_1	193	
NW_019217936.1	283942	284937		minus	transcription factor MafK-like	LOC111330492	111330492	protein-coding	XM_022935358.1	Spis_XP_022791093_1	182	
NW_019217936.1	287067	287722		plus	transcription factor MafG-like	LOC111330525	111330525	protein-coding	XM_022935392.1	Spis_XP_022791127_1	191	
NW_019217936.1	287713	289428		plus	transcription factor MafG-like	LOC111330526	111330526	protein-coding	XM_022935393.1	Spis_XP_022791128_1	173	
NW_019217936.1	291447	292286		plus	transcription factor MafB-like	LOC111330504	111330504	protein-coding	XM_022935367.1	Spis_XP_022791102_1	172	
NW_019217936.1	292582	295569		plus	xylosyltransferase oxt-like isoform X1	LOC111330514	111330514	protein-coding	XM_022935379.1	Spis_XP_022791114_1	149	
NW_019217936.1	308344	361786		plus	uncharacterized protein LOC111330488 isoform X1	LOC111330488	111330488	protein-coding	XM_022935353.1	Spis_XP_022791088_1	5085	
NW_019217936.1	363708	365230		plus	uncharacterized LOC111330506	LOC111330506	111330506	lncRNA	XR_002694800.1			
NW_019217936.1	369078	370433		plus	uncharacterized protein LOC111330505	LOC111330505	111330505	protein-coding	XM_022935369.1	Spis_XP_022791104_1	190	
NW_019217936.1	377897	379181		plus	uncharacterized protein LOC111330517	LOC111330517	111330517	protein-coding	XM_022935383.1	Spis_XP_022791118_1	142	
NW_019217936.1	398974	405827		plus	uncharacterized protein LOC111330524	LOC111330524	111330524	protein-coding	XM_022935391.1	Spis_XP_022791126_1	780	
NW_019217936.1	411741	418821		minus	uncharacterized gene	LOC111330490	111330490	pseudogene				
NW_019217936.1	423169	424882		minus	uncharacterized protein LOC111330531	LOC111330531	111330531	protein-coding	XM_022935397.1	Spis_XP_022791132_1	131	
NW_019217936.1	433715	434979		plus	uncharacterized LOC111330532	LOC111330532	111330532	lncRNA	XR_002694805.1			
NW_019217936.1	440824	441960		plus	uncharacterized LOC111330533, transcript variant X2	LOC111330533	111330533	lncRNA	XR_002694806.1			
NW_019217936.1	451833	452939		plus	uncharacterized LOC111330497	LOC111330497	111330497	lncRNA	XR_002694798.1			
NW_019217936.1	455389	456227		plus	uncharacterized LOC111330515	LOC111330515	111330515	lncRNA	XR_002694801.1			
NW_019217936.1	460185	461015		minus	uncharacterized LOC111330516	LOC111330516	111330516	lncRNA	XR_002694802.1			
NW_019217936.1	463065	464659		minus	uncharacterized LOC111330530	LOC111330530	111330530	lncRNA	XR_002694804.1			
NW_019217936.1	478415	479436		plus	D(1A) dopamine receptor-like	LOC111330484	111330484	protein-coding	XM_022935346.1	Spis_XP_022791081_1	329	
NW_019217936.1	485517	489850		plus	ankyrin and armadillo repeat-containing protein-like	LOC111330493	111330493	protein-coding	XM_022935359.1	Spis_XP_022791094_1	812	
NW_019217936.1	490371	494481		minus	mitotic spindle-associated MMXD complex subunit MIP18-like	LOC111330494	111330494	protein-coding	XM_022935361.1	Spis_XP_022791096_1	156	
NW_019217936.1	495326	498265		minus	uncharacterized protein LOC111330491	LOC111330491	111330491	protein-coding	XM_022935357.1	Spis_XP_022791092_1	301	
NW_019217936.1	499882	529078		minus	uncharacterized protein LOC111330480	LOC111330480	111330480	protein-coding	XM_022935338.1	Spis_XP_022791073_1	414	
NW_019217936.1	514800	546267		plus	MTSS1-like protein isoform X1	LOC111330478	111330478	protein-coding	XM_022935330.1	Spis_XP_022791065_1	652	
NW_019217936.1	545878	549352		minus	uncharacterized protein LOC111330481	LOC111330481	111330481	protein-coding	XM_022935342.1	Spis_XP_022791077_1	392	
NW_019217936.1	549826	552623		plus	poly [ADP-ribose] polymerase 9-like	LOC111330522	111330522	protein-coding	XM_022935388.1	Spis_XP_022791123_1	171	
NW_019217936.1	556730	568705		plus	docking protein 2-like	LOC111330503	111330503	protein-coding	XM_022935366.1	Spis_XP_022791101_1	280	
NW_019217936.1	577088	587094		minus	probable protein S-acyltransferase 22	LOC111330500	111330500	protein-coding	XM_022935365.1	Spis_XP_022791100_1	522	
NW_019217936.1	597238	598317		minus	uncharacterized LOC111330502	LOC111330502	111330502	lncRNA	XR_002694799.1			
NW_019217936.1	603874	605012		minus	uncharacterized LOC111330475	LOC111330475	111330475	lncRNA	XR_002694796.1			
NW_019217937.1	441	12549		plus	polypeptide N-acetylgalactosaminyltransferase 2-like	LOC111330542	111330542	protein-coding	XM_022935411.1	Spis_XP_022791146_1	466	
NW_019217937.1	28257	39207		plus	crt homolog 2-like	LOC111330562	111330562	protein-coding	XM_022935433.1	Spis_XP_022791168_1	451	
NW_019217937.1	42723	43641		plus	uncharacterized gene	LOC111330565	111330565	pseudogene				
NW_019217937.1	45399	55678		plus	uncharacterized protein LOC111330563	LOC111330563	111330563	protein-coding	XM_022935435.1	Spis_XP_022791170_1	442	
NW_019217937.1	59908	67534		plus	crt homolog 2-like	LOC111330561	111330561	protein-coding	XM_022935432.1	Spis_XP_022791167_1	451	
NW_019217937.1	68556	73402		plus	uncharacterized protein LOC111330564	LOC111330564	111330564	protein-coding	XM_022935436.1	Spis_XP_022791171_1	426	
NW_019217937.1	73678	79799		plus	crt homolog 1-like	LOC111330560	111330560	protein-coding	XM_022935431.1	Spis_XP_022791166_1	462	
NW_019217937.1	81197	85737		plus	uridine diphosphate glucose pyrophosphatase-like isoform X1	LOC111330578	111330578	protein-coding	XM_022935447.1	Spis_XP_022791182_1	262	
NW_019217937.1	86377	89198		minus	protein Churchill-like	LOC111330549	111330549	protein-coding	XM_022935418.1	Spis_XP_022791153_1	136	
NW_019217937.1	89268	99327		plus	uncharacterized protein LOC111330548	LOC111330548	111330548	protein-coding	XM_022935417.1	Spis_XP_022791152_1	324	
NW_019217937.1	99874	105255		plus	uncharacterized protein LOC111330541	LOC111330541	111330541	protein-coding	XM_022935410.1	Spis_XP_022791145_1	280	
NW_019217937.1	105361	133944		minus	E3 ubiquitin-protein ligase UBR2-like	LOC111330540	111330540	protein-coding	XM_022935409.1	Spis_XP_022791144_1	1769	
NW_019217937.1	134746	136971		minus	uncharacterized protein LOC111330555	LOC111330555	111330555	protein-coding	XM_022935427.1	Spis_XP_022791162_1	486	
NW_019217937.1	138976	158983		minus	uncharacterized protein LOC111330550	LOC111330550	111330550	protein-coding	XM_022935419.1	Spis_XP_022791154_1	606	
NW_019217937.1	149589	149661		minus	tRNA-Ala	Trnaa-agc	111330581	tRNA				
NW_019217937.1	163122	169125		plus	uncharacterized protein LOC111330538	LOC111330538	111330538	protein-coding	XM_022935404.1	Spis_XP_022791139_1	368	
NW_019217937.1	169185	175183		minus	tetraspanin-3-like	LOC111330539	111330539	protein-coding	XM_022935405.1	Spis_XP_022791140_1	239	
NW_019217937.1	190976	193424		minus	UPF0669 protein v1g209471-like	LOC111330535	111330535	protein-coding	XM_022935399.1	Spis_XP_022791134_1	156	
NW_019217937.1	194047	237602		minus	protein jagged-1-like isoform X1	LOC111330536	111330536	protein-coding	XM_022935400.1	Spis_XP_022791135_1	1564	
NW_019217937.1	240406	250042		minus	inactive rhomboid protein 1-like	LOC111330544	111330544	protein-coding	XM_022935413.1	Spis_XP_022791148_1	485	
NW_019217937.1	248839	264014		plus	fibropellin-1-like	LOC111330543	111330543	protein-coding	XM_022935412.1	Spis_XP_022791147_1	1251	
NW_019217937.1	269303	282691		plus	DNA-directed RNA polymerase II subunit RPB1-like	LOC111330566	111330566	protein-coding	XM_022935437.1	Spis_XP_022791172_1	955	
NW_019217937.1	284085	285618		plus	DNA-directed RNA polymerase II subunit RPB1-like	LOC111330567	111330567	protein-coding	XM_022935438.1	Spis_XP_022791173_1	216	
NW_019217937.1	291760	293569		minus	gem-associated protein 6-like	LOC111330568	111330568	protein-coding	XM_022935439.1	Spis_XP_022791174_1	103	
NW_019217937.1	298386	299224		minus	uncharacterized gene	LOC111330553	111330553	pseudogene				
NW_019217937.1	303058	304948		plus	uncharacterized protein LOC111330551	LOC111330551	111330551	protein-coding	XM_022935422.1	Spis_XP_022791157_1	450	
NW_019217937.1	305446	307256		minus	multiple inositol polyphosphate phosphatase 1-like	LOC111330545	111330545	protein-coding	XM_022935414.1	Spis_XP_022791149_1	259	
NW_019217937.1	308618	323921		plus	uncharacterized protein LOC111330580	LOC111330580	111330580	protein-coding	XM_022935450.1	Spis_XP_022791185_1	696	
NW_019217937.1	325079	329821		minus	uncharacterized protein LOC111330556	LOC111330556	111330556	protein-coding	XM_022935428.1	Spis_XP_022791163_1	316	
NW_019217937.1	339430	340313		minus	uncharacterized gene	LOC111330579	111330579	pseudogene				
NW_019217937.1	344020	346745		minus	uncharacterized skeletal organic matrix protein 5-like	LOC111330552	111330552	protein-coding	XM_022935423.1	Spis_XP_022791158_1	193	
NW_019217937.1	388543	398938		minus	uncharacterized skeletal organic matrix protein 5-like isoform X1	LOC111330554	111330554	protein-coding	XM_022935425.1	Spis_XP_022791160_1	228	
NW_019217937.1	423942	425108		plus	uncharacterized protein LOC111330570	LOC111330570	111330570	protein-coding	XM_022935440.1	Spis_XP_022791175_1	388	
NW_019217937.1	450452	457976		minus	uncharacterized gene	LOC111330571	111330571	pseudogene				
NW_019217937.1	464409	465937		minus	uncharacterized protein LOC111330557	LOC111330557	111330557	protein-coding	XM_022935429.1	Spis_XP_022791164_1	225	
NW_019217937.1	470508	471171		plus	uncharacterized gene	LOC111330572	111330572	pseudogene				
NW_019217937.1	476796	477623		plus	uncharacterized protein LOC111330573	LOC111330573	111330573	protein-coding	XM_022935442.1	Spis_XP_022791177_1	275	
NW_019217937.1	513655	514905		plus	uncharacterized protein LOC111330574	LOC111330574	111330574	protein-coding	XM_022935443.1	Spis_XP_022791178_1	352	
NW_019217937.1	518274	519604		plus	uncharacterized LOC111330546	LOC111330546	111330546	lncRNA	XR_002694808.1			
NW_019217937.1	537010	538237		plus	52 kDa repressor of the inhibitor of the protein kinase-like	LOC111330575	111330575	protein-coding	XM_022935444.1	Spis_XP_022791179_1	331	
NW_019217937.1	571284	576472		plus	uncharacterized protein LOC111330576	LOC111330576	111330576	protein-coding	XM_022935445.1	Spis_XP_022791180_1	393	
NW_019217937.1	581215	587155		plus	uncharacterized protein LOC111330547	LOC111330547	111330547	protein-coding	XM_022935416.1	Spis_XP_022791151_1	391	
NW_019217937.1	591505	595246		plus	uncharacterized skeletal organic matrix protein 5-like	LOC111330558	111330558	protein-coding	XM_022935430.1	Spis_XP_022791165_1	307	
NW_019217937.1	602683	603022		plus	uncharacterized protein LOC111330577	LOC111330577	111330577	protein-coding	XM_022935446.1	Spis_XP_022791181_1	113	
NW_019217938.1	929	11914		plus	sortilin-related receptor-like	LOC111330585	111330585	protein-coding	XM_022935459.1	Spis_XP_022791194_1	627	
NW_019217938.1	12289	20028		plus	ras-related protein Rap-2c-like	LOC111330586	111330586	protein-coding	XM_022935460.1	Spis_XP_022791195_1	320	
NW_019217938.1	31959	38315		minus	LOW QUALITY PROTEIN: protoporphyrinogen oxidase-like	LOC111330592	111330592	protein-coding	XM_022935465.1	Spis_XP_022791200_1	489	
NW_019217938.1	38403	45230		plus	transmembrane protein 192-like	LOC111330594	111330594	protein-coding	XM_022935471.1	Spis_XP_022791206_1	278	
NW_019217938.1	45286	60017		minus	uncharacterized protein LOC111330593 isoform X1	LOC111330593	111330593	protein-coding	XM_022935466.1	Spis_XP_022791201_1	379	
NW_019217938.1	60849	66675		minus	uncharacterized protein LOC111330583	LOC111330583	111330583	protein-coding	XM_022935457.1	Spis_XP_022791192_1	1222	
NW_019217938.1	73843	80016		minus	uncharacterized protein LOC111330617	LOC111330617	111330617	protein-coding	XM_022935504.1	Spis_XP_022791239_1	1201	
NW_019217938.1	79259	79330		minus	tRNA-Glu	Trnae-cuc	111330627	tRNA				
NW_019217938.1	81121	81193		minus	tRNA-Val	Trnav-aac	111330628	tRNA				
NW_019217938.1	86113	101810		plus	uncharacterized protein LOC111330595	LOC111330595	111330595	protein-coding	XM_022935472.1	Spis_XP_022791207_1	1169	
NW_019217938.1	101832	106659		minus	uncharacterized protein LOC111330597	LOC111330597	111330597	protein-coding	XM_022935477.1	Spis_XP_022791212_1	763	
NW_019217938.1	107751	111067		minus	uncharacterized protein LOC111330582	LOC111330582	111330582	protein-coding	XM_022935455.1	Spis_XP_022791190_1	496	
NW_019217938.1	121111	145590		minus	uncharacterized protein LOC111330618 isoform X1	LOC111330618	111330618	protein-coding	XM_022935506.1	Spis_XP_022791241_1	1162	
NW_019217938.1	134940	135012		plus	tRNA-Ile	Trnai-gau	111330626	tRNA				
NW_019217938.1	152296	158603		minus	uncharacterized protein LOC111330603 isoform X1	LOC111330603	111330603	protein-coding	XM_022935486.1	Spis_XP_022791221_1	655	
NW_019217938.1	159922	168721		minus	S-formylglutathione hydrolase-like	LOC111330614	111330614	protein-coding	XM_022935500.1	Spis_XP_022791235_1	281	
NW_019217938.1	174518	214932		plus	GTPase-activating protein-like	LOC111330587	111330587	protein-coding	XM_022935461.1	Spis_XP_022791196_1	746	
NW_019217938.1	215441	217773		plus	transcription factor Sox-3-like	LOC111330588	111330588	protein-coding	XM_022935462.1	Spis_XP_022791197_1	333	
NW_019217938.1	230358	238457		plus	uncharacterized LOC111330602	LOC111330602	111330602	lncRNA	XR_002694811.1			
NW_019217938.1	241437	297507		minus	GRIP and coiled-coil domain-containing protein 2-like	LOC111330607	111330607	protein-coding	XM_022935493.1	Spis_XP_022791228_1	2715	
NW_019217938.1	297622	299516		plus	three prime repair exonuclease 2-like	LOC111330584	111330584	protein-coding	XM_022935458.1	Spis_XP_022791193_1	285	
NW_019217938.1	306525	310959		plus	TNF receptor-associated factor 3-like	LOC111330591	111330591	protein-coding	XM_022935464.1	Spis_XP_022791199_1	547	
NW_019217938.1	316865	328608		plus	monocarboxylate transporter 10-like	LOC111330589	111330589	protein-coding	XM_022935463.1	Spis_XP_022791198_1	675	
NW_019217938.1	332613	337005		plus	monocarboxylate transporter 10-like	LOC111330606	111330606	protein-coding	XM_022935491.1	Spis_XP_022791226_1	795	
NW_019217938.1	348846	350207		plus	potassium voltage-gated channel subfamily A member 5-like	LOC111330608	111330608	protein-coding	XM_022935494.1	Spis_XP_022791229_1	453	
NW_019217938.1	364697	378886		plus	glycerol kinase-like	LOC111330616	111330616	protein-coding	XM_022935503.1	Spis_XP_022791238_1	451	
NW_019217938.1	383060	394824		minus	activating signal cointegrator 1 complex subunit 2-like	LOC111330609	111330609	protein-coding	XM_022935495.1	Spis_XP_022791230_1	626	
NW_019217938.1	394900	397506		plus	40S ribosomal protein S25-like	LOC111330625	111330625	protein-coding	XM_022935517.1	Spis_XP_022791252_1	116	
NW_019217938.1	398137	424973		minus	leucine-rich repeat and calponin homology domain-containing protein 1-like	LOC111330624	111330624	protein-coding	XM_022935516.1	Spis_XP_022791251_1	704	
NW_019217938.1	429102	446665		minus	TNF receptor-associated factor 4-like	LOC111330622	111330622	protein-coding	XM_022935514.1	Spis_XP_022791249_1	373	
NW_019217938.1	442058	444976		plus	uncharacterized LOC111330623	LOC111330623	111330623	lncRNA	XR_002694812.1			
NW_019217938.1	449237	461504		minus	uncharacterized protein LOC111330605	LOC111330605	111330605	protein-coding	XM_022935490.1	Spis_XP_022791225_1	476	
NW_019217938.1	461606	471198		plus	THAP domain-containing protein 4-like	LOC111330600	111330600	protein-coding	XM_022935485.1	Spis_XP_022791220_1	198	
NW_019217938.1	465904	489479		minus	muscleblind-like protein 3 isoform X1	LOC111330598	111330598	protein-coding	XM_022935478.1	Spis_XP_022791213_1	411	
NW_019217938.1	491979	509956		plus	probable ubiquitin carboxyl-terminal hydrolase MINDY-4	LOC111330604	111330604	protein-coding	XM_022935488.1	Spis_XP_022791223_1	574	
NW_019217938.1	515271	520835		minus	uncharacterized protein LOC111330621	LOC111330621	111330621	protein-coding	XM_022935513.1	Spis_XP_022791248_1	776	
NW_019217938.1	528468	537485		minus	zinc finger protein 235-like	LOC111330615	111330615	protein-coding	XM_022935501.1	Spis_XP_022791236_1	406	
NW_019217938.1	552847	558943		plus	uncharacterized protein LOC111330613	LOC111330613	111330613	protein-coding	XM_022935499.1	Spis_XP_022791234_1	682	
NW_019217938.1	575655	595904		plus	uncharacterized protein LOC111330620	LOC111330620	111330620	protein-coding	XM_022935512.1	Spis_XP_022791247_1	634	
NW_019217938.1	576450	579199		plus	uncharacterized gene	LOC111330610	111330610	pseudogene				
NW_019217938.1	597812	601315		plus	tripeptidyl-peptidase 2-like	LOC111330611	111330611	protein-coding	XM_022935497.1	Spis_XP_022791232_1	127	
