Hvul_v3_ATP6	MT_ATP6
Hvul_v3_XM_047275858.1	ZMYM5
Hvul_v3_XM_047275859.1	
Hvul_v3_XM_047275861.1	
Hvul_v3_XM_047275862.1	
Hvul_v3_XM_047275863.1	
Hvul_v3_XM_047275865.1	
Hvul_v3_XM_047275866.1	GLRX2
Hvul_v3_XM_047275867.1	
Hvul_v3_XM_047275869.1	
Hvul_v3_XM_047275870.1	
Hvul_v3_XM_047275872.1	
Hvul_v3_XM_047275873.1	
Hvul_v3_XM_047275875.1	
Hvul_v3_XM_047275876.1	
Hvul_v3_XM_047275877.1	
Hvul_v3_XM_047275879.1	
Hvul_v3_XM_047275880.1	
Hvul_v3_XM_047275881.1	
Hvul_v3_XM_047275882.1	
Hvul_v3_XM_047275883.1	
Hvul_v3_XM_047275884.1	GSTM1
Hvul_v3_XM_047275885.1	CCDC97
Hvul_v3_XM_047275886.1	
Hvul_v3_XM_047275887.1	
Hvul_v3_XM_047275888.1	
Hvul_v3_XM_047275889.1	
Hvul_v3_XM_047275890.1	
Hvul_v3_XM_047275891.1	
Hvul_v3_XM_047275892.1	
Hvul_v3_XM_047275893.1	
Hvul_v3_XM_047275894.1	DUT
Hvul_v3_XM_047275895.1	TIGD6
Hvul_v3_XM_047275896.1	THAP12
Hvul_v3_XM_047275898.1	
Hvul_v3_XM_047275899.1	
Hvul_v3_XM_047275900.1	ZBED4
Hvul_v3_XM_047275901.1	
Hvul_v3_XM_047275902.1	
Hvul_v3_XM_047275903.1	
Hvul_v3_XM_047275905.1	PIF1
Hvul_v3_XM_047275906.1	
Hvul_v3_XM_047275907.1	
Hvul_v3_XM_047275908.1	
Hvul_v3_XM_047275911.1	
Hvul_v3_XM_047275912.1	
Hvul_v3_XM_047275913.1	
Hvul_v3_XM_047275914.1	
Hvul_v3_XM_047275915.1	PGBD2
Hvul_v3_XM_047275916.1	CARF
Hvul_v3_XM_047275917.1	THAP12
Hvul_v3_XM_047275918.1	C6orf120
Hvul_v3_XM_047275919.1	
Hvul_v3_XM_047275920.1	
Hvul_v3_XM_047275922.1	
Hvul_v3_XM_047275923.1	
Hvul_v3_XM_047275924.1	
Hvul_v3_XM_047275926.1	
Hvul_v3_XM_047275928.1	
Hvul_v3_XM_047275929.1	HSPB1
Hvul_v3_XM_047275930.1	
Hvul_v3_XM_047275931.1	
Hvul_v3_XM_047275932.1	
Hvul_v3_XM_047275933.1	
Hvul_v3_XM_047275935.1	
Hvul_v3_XM_047275936.1	
Hvul_v3_XM_047275938.1	FGFR3
Hvul_v3_XM_047275939.1	TFF3
Hvul_v3_XM_047275940.1	
Hvul_v3_XM_047275941.1	
Hvul_v3_XM_047275943.1	
Hvul_v3_XM_047275944.1	
Hvul_v3_XM_047275945.1	
Hvul_v3_XM_047275946.1	
Hvul_v3_XM_047275947.1	
Hvul_v3_XM_047275948.1	
Hvul_v3_XM_047275949.1	
Hvul_v3_XM_047275950.1	
Hvul_v3_XM_047275951.1	ZMYM1
Hvul_v3_XM_047275952.1	ZMYM1
Hvul_v3_XM_047275953.1	
Hvul_v3_XM_047275954.1	
Hvul_v3_XM_047275955.1	ZMYM1
Hvul_v3_XM_047275956.1	
Hvul_v3_XM_047275957.1	
Hvul_v3_XM_047275958.1	
Hvul_v3_XM_047275960.1	
Hvul_v3_XM_047275961.1	
Hvul_v3_XM_047275962.1	
Hvul_v3_XM_047275963.1	
Hvul_v3_XM_047275964.1	CSMD3
Hvul_v3_XM_047275966.1	SELENOK
Hvul_v3_XM_047275969.1	PLOD2
Hvul_v3_XM_047275971.1	DLL1
Hvul_v3_XM_047275972.1	CTRL
Hvul_v3_XM_047275973.1	CTRL
Hvul_v3_XM_047275974.1	RET
Hvul_v3_XM_047275975.1	ATP6V1D
Hvul_v3_XM_047275976.1	
Hvul_v3_XM_047275977.1	
Hvul_v3_XM_047275978.1	
Hvul_v3_XM_047275979.1	TMED10
Hvul_v3_XM_047275980.1	
Hvul_v3_XM_047275983.1	SLC25A29
Hvul_v3_XM_047275985.1	
Hvul_v3_XM_047275986.1	
Hvul_v3_XM_047275988.1	RET
Hvul_v3_XM_047275989.1	RET
Hvul_v3_XM_047275990.1	
Hvul_v3_XM_047275993.1	
Hvul_v3_XM_047275997.1	
Hvul_v3_XM_047275998.1	
Hvul_v3_XM_047275999.1	
Hvul_v3_XM_047276001.1	
Hvul_v3_XM_047276003.1	
Hvul_v3_XM_047276005.1	POMT2
Hvul_v3_XM_047276007.1	AIDA
Hvul_v3_XM_047276011.1	
Hvul_v3_XM_047276012.1	
Hvul_v3_XM_047276013.1	
Hvul_v3_XM_047276014.1	NAALAD2
Hvul_v3_XM_047276017.1	
Hvul_v3_XM_047276018.1	C12orf40
Hvul_v3_XM_047276026.1	TTC27
Hvul_v3_XM_047276027.1	CCHCR1
Hvul_v3_XM_047276028.1	THADA
Hvul_v3_XM_047276030.1	
Hvul_v3_XM_047276032.1	STIP1
Hvul_v3_XM_047276036.1	
Hvul_v3_XM_047276037.1	
Hvul_v3_XM_047276042.1	ZMYM1
Hvul_v3_XM_047276043.1	SRFBP1
Hvul_v3_XM_047276045.1	
Hvul_v3_XM_047276048.1	KLHL12
Hvul_v3_XM_047276049.1	JRKL
Hvul_v3_XM_047276050.1	
Hvul_v3_XM_047276051.1	
Hvul_v3_XM_047276052.1	
Hvul_v3_XM_047276054.1	
Hvul_v3_XM_047276055.1	SOX1
Hvul_v3_XM_047276056.1	
Hvul_v3_XM_047276058.1	
Hvul_v3_XM_047276061.1	TSPEAR
Hvul_v3_XM_047276068.1	POLR3F
Hvul_v3_XM_047276072.1	YIPF3
Hvul_v3_XM_047276073.1	PARP2
Hvul_v3_XM_047276074.1	XRCC3
Hvul_v3_XM_047276075.1	ANAPC1
Hvul_v3_XM_047276077.1	KNTC1
Hvul_v3_XM_047276078.1	
Hvul_v3_XM_047276079.1	ZMYM1
Hvul_v3_XM_047276081.1	
Hvul_v3_XM_047276087.1	
Hvul_v3_XM_047276089.1	
Hvul_v3_XM_047276090.1	
Hvul_v3_XM_047276091.1	
Hvul_v3_XM_047276092.1	
Hvul_v3_XM_047276094.1	
Hvul_v3_XM_047276096.1	
Hvul_v3_XM_047276097.1	
Hvul_v3_XM_047276098.1	
Hvul_v3_XM_047276100.1	
Hvul_v3_XM_047276103.1	
Hvul_v3_XM_047276105.1	
Hvul_v3_XM_047276106.1	
Hvul_v3_XM_047276110.1	FANCM
Hvul_v3_XM_047276113.1	
Hvul_v3_XM_047276115.1	KIF16B
Hvul_v3_XM_047276116.1	UBE2C
Hvul_v3_XM_047276117.1	AP002748.5
Hvul_v3_XM_047276120.1	
Hvul_v3_XM_047276121.1	HPGDS
Hvul_v3_XM_047276123.1	
Hvul_v3_XM_047276125.1	SCFD1
Hvul_v3_XM_047276126.1	DICER1
Hvul_v3_XM_047276127.1	VPS39
Hvul_v3_XM_047276129.1	CETN3
Hvul_v3_XM_047276135.1	
Hvul_v3_XM_047276137.1	
Hvul_v3_XM_047276138.1	ERCC6
Hvul_v3_XM_047276140.1	KMT5A
Hvul_v3_XM_047276145.1	FCF1
Hvul_v3_XM_047276146.1	TADA2B
Hvul_v3_XM_047276147.1	
Hvul_v3_XM_047276150.1	USH2A
Hvul_v3_XM_047276155.1	HACE1
Hvul_v3_XM_047276159.1	KREMEN1
Hvul_v3_XM_047276162.1	
Hvul_v3_XM_047276163.1	
Hvul_v3_XM_047276165.1	TIMM9
Hvul_v3_XM_047276166.1	
Hvul_v3_XM_047276168.1	AK7
Hvul_v3_XM_047276172.1	TTBK2
Hvul_v3_XM_047276175.1	
Hvul_v3_XM_047276176.1	UBXN1
Hvul_v3_XM_047276177.1	RAB10
Hvul_v3_XM_047276181.1	
Hvul_v3_XM_047276182.1	FUT6
Hvul_v3_XM_047276185.1	EXOC8
Hvul_v3_XM_047276186.1	
Hvul_v3_XM_047276187.1	
Hvul_v3_XM_047276188.1	
Hvul_v3_XM_047276193.1	CNRIP1
Hvul_v3_XM_047276194.1	
Hvul_v3_XM_047276196.1	
Hvul_v3_XM_047276199.1	SELENON
Hvul_v3_XM_047276200.1	TRIP11
Hvul_v3_XM_047276201.1	KLHL28
Hvul_v3_XM_047276202.1	
Hvul_v3_XM_047276205.1	ABHD5
Hvul_v3_XM_047276206.1	TMTC2
Hvul_v3_XM_047276207.1	PHF8
Hvul_v3_XM_047276208.1	
Hvul_v3_XM_047276209.1	
Hvul_v3_XM_047276212.1	RTN4
Hvul_v3_XM_047276213.1	
Hvul_v3_XM_047276214.1	GSE1
Hvul_v3_XM_047276216.1	
Hvul_v3_XM_047276218.1	
Hvul_v3_XM_047276220.1	
Hvul_v3_XM_047276221.1	LYST
Hvul_v3_XM_047276222.1	RAB3GAP2
Hvul_v3_XM_047276225.1	
Hvul_v3_XM_047276226.1	PACS1
Hvul_v3_XM_047276228.1	RAB27B
Hvul_v3_XM_047276230.1	PSEN1
Hvul_v3_XM_047276233.1	ENAH
Hvul_v3_XM_047276240.1	THAP1
Hvul_v3_XM_047276241.1	LOXL2
Hvul_v3_XM_047276242.1	OMA1
Hvul_v3_XM_047276244.1	
Hvul_v3_XM_047276246.1	
Hvul_v3_XM_047276247.1	
Hvul_v3_XM_047276248.1	PIGF
Hvul_v3_XM_047276249.1	L2HGDH
Hvul_v3_XM_047276250.1	MED6
Hvul_v3_XM_047276252.1	APLF
Hvul_v3_XM_047276257.1	
Hvul_v3_XM_047276262.1	RPAP1
Hvul_v3_XM_047276266.1	ZMYM1
Hvul_v3_XM_047276267.1	
Hvul_v3_XM_047276268.1	PCGF5
Hvul_v3_XM_047276269.1	
Hvul_v3_XM_047276270.1	DIPK1C
Hvul_v3_XM_047276271.1	
Hvul_v3_XM_047276272.1	MYD88
Hvul_v3_XM_047276274.1	
Hvul_v3_XM_047276275.1	RAB1B
Hvul_v3_XM_047276276.1	
Hvul_v3_XM_047276280.1	RAB11B
Hvul_v3_XM_047276281.1	
Hvul_v3_XM_047276290.1	
Hvul_v3_XM_047276292.1	
Hvul_v3_XM_047276294.1	
Hvul_v3_XM_047276298.1	B3GNT4
Hvul_v3_XM_047276299.1	TKFC
Hvul_v3_XM_047276302.1	GPR137B
Hvul_v3_XM_047276303.1	
Hvul_v3_XM_047276304.1	GALR1
Hvul_v3_XM_047276307.1	COQ6
Hvul_v3_XM_047276308.1	WDR27
Hvul_v3_XM_047276312.1	TRIM9
Hvul_v3_XM_047276313.1	
Hvul_v3_XM_047276315.1	DHODH
Hvul_v3_XM_047276316.1	SLC39A9
Hvul_v3_XM_047276318.1	TOP3A
Hvul_v3_XM_047276321.1	XPO1
Hvul_v3_XM_047276323.1	PARP12
Hvul_v3_XM_047276325.1	BIRC6
Hvul_v3_XM_047276326.1	UMODL1
Hvul_v3_XM_047276327.1	HARBI1
Hvul_v3_XM_047276330.1	
Hvul_v3_XM_047276331.1	TLN2
Hvul_v3_XM_047276335.1	
Hvul_v3_XM_047276337.1	NAA30
Hvul_v3_XM_047276338.1	CEBPZ
Hvul_v3_XM_047276339.1	SYMPK
Hvul_v3_XM_047276340.1	
Hvul_v3_XM_047276341.1	CCDC88C
Hvul_v3_XM_047276344.1	SLC37A3
Hvul_v3_XM_047276345.1	MYB
Hvul_v3_XM_047276347.1	TIGD6
Hvul_v3_XM_047276348.1	
Hvul_v3_XM_047276350.1	ATG2B
Hvul_v3_XM_047276352.1	
Hvul_v3_XM_047276354.1	
Hvul_v3_XM_047276355.1	
Hvul_v3_XM_047276356.1	ZFY
Hvul_v3_XM_047276359.1	ZBED9
Hvul_v3_XM_047276360.1	
Hvul_v3_XM_047276361.1	RAB8B
Hvul_v3_XM_047276364.1	
Hvul_v3_XM_047276368.1	
Hvul_v3_XM_047276371.1	KCNQ4
Hvul_v3_XM_047276372.1	ATL2
Hvul_v3_XM_047276373.1	
Hvul_v3_XM_047276374.1	TIGD4
Hvul_v3_XM_047276375.1	
Hvul_v3_XM_047276376.1	
Hvul_v3_XM_047276378.1	
Hvul_v3_XM_047276383.1	
Hvul_v3_XM_047276385.1	
Hvul_v3_XM_047276387.1	
Hvul_v3_XM_047276388.1	
Hvul_v3_XM_047276389.1	
Hvul_v3_XM_047276390.1	SPTLC2
Hvul_v3_XM_047276391.1	SPPL2B
Hvul_v3_XM_047276393.1	
Hvul_v3_XM_047276397.1	ENTPD3
Hvul_v3_XM_047276398.1	WDR26
Hvul_v3_XM_047276399.1	
Hvul_v3_XM_047276400.1	SAMD3
Hvul_v3_XM_047276402.1	PAPOLG
Hvul_v3_XM_047276407.1	BCO1
Hvul_v3_XM_047276410.1	MEIS1
Hvul_v3_XM_047276411.1	
Hvul_v3_XM_047276412.1	UNC79
Hvul_v3_XM_047276413.1	
Hvul_v3_XM_047276414.1	FKRP
Hvul_v3_XM_047276416.1	
Hvul_v3_XM_047276417.1	
Hvul_v3_XM_047276418.1	RDH13
Hvul_v3_XM_047276421.1	ADSS2
Hvul_v3_XM_047276423.1	
Hvul_v3_XM_047276424.1	PJVK
Hvul_v3_XM_047276425.1	
Hvul_v3_XM_047276426.1	DCC
Hvul_v3_XM_047276428.1	TSEN54
Hvul_v3_XM_047276429.1	SLC9A9
Hvul_v3_XM_047276433.1	NUP133
Hvul_v3_XM_047276436.1	TTLL9
Hvul_v3_XM_047276438.1	
Hvul_v3_XM_047276443.1	DCAF5
Hvul_v3_XM_047276444.1	
Hvul_v3_XM_047276445.1	NSF
Hvul_v3_XM_047276446.1	CCNK
Hvul_v3_XM_047276447.1	
Hvul_v3_XM_047276448.1	
Hvul_v3_XM_047276449.1	CDO1
Hvul_v3_XM_047276452.1	KPTN
Hvul_v3_XM_047276455.1	
Hvul_v3_XM_047276456.1	ZMYM1
Hvul_v3_XM_047276457.1	FBN3
Hvul_v3_XM_047276458.1	
Hvul_v3_XM_047276459.1	MEP1A
Hvul_v3_XM_047276460.1	PGBD4
Hvul_v3_XM_047276461.1	
Hvul_v3_XM_047276462.1	
Hvul_v3_XM_047276464.1	
Hvul_v3_XM_047276465.1	
Hvul_v3_XM_047276466.1	
Hvul_v3_XM_047276467.1	
Hvul_v3_XM_047276469.1	
Hvul_v3_XM_047276470.1	
Hvul_v3_XM_047276471.1	
Hvul_v3_XM_047276472.1	
Hvul_v3_XM_047276473.1	
Hvul_v3_XM_047276475.1	
Hvul_v3_XM_047276476.1	ZMYM1
Hvul_v3_XM_047276477.1	ZMYM1
Hvul_v3_XM_047276478.1	
Hvul_v3_XM_047276479.1	ZMYM1
Hvul_v3_XM_047276480.1	
Hvul_v3_XM_047276481.1	ZBED1
Hvul_v3_XM_047276482.1	
Hvul_v3_XM_047276483.1	
Hvul_v3_XM_047276484.1	MEP1B
Hvul_v3_XM_047276485.1	ZMYM1
Hvul_v3_XM_047276486.1	ZMYM1
Hvul_v3_XM_047276487.1	ZMYM1
Hvul_v3_XM_047276488.1	ZSWIM9
Hvul_v3_XM_047276489.1	ZSWIM9
Hvul_v3_XM_047276490.1	
Hvul_v3_XM_047276491.1	ZMYM1
Hvul_v3_XM_047276492.1	
Hvul_v3_XM_047276493.1	ZMYM1
Hvul_v3_XM_047276494.1	ZMYM5
Hvul_v3_XM_047276495.1	ZMYM1
Hvul_v3_XM_047276496.1	VPS35
Hvul_v3_XM_047276497.1	
Hvul_v3_XM_047276498.1	
Hvul_v3_XM_047276499.1	
Hvul_v3_XM_047276500.1	HPGDS
Hvul_v3_XM_047276501.1	JRKL
Hvul_v3_XM_047276502.1	
Hvul_v3_XM_047276503.1	ZBED4
Hvul_v3_XM_047276504.1	DICER1
Hvul_v3_XM_047276505.1	
Hvul_v3_XM_047276506.1	
Hvul_v3_XM_047276507.1	
Hvul_v3_XM_047276508.1	ZMYM1
Hvul_v3_XM_047276509.1	
Hvul_v3_XM_047276510.1	
Hvul_v3_XM_047276511.1	
Hvul_v3_XM_047276512.1	
Hvul_v3_XM_047276513.1	
Hvul_v3_XM_047276514.1	
Hvul_v3_XM_047276515.1	
Hvul_v3_XM_047276516.1	
Hvul_v3_XM_047276517.1	
Hvul_v3_XM_047276518.1	
Hvul_v3_XM_047276519.1	ZMYM5
Hvul_v3_XM_047276520.1	HYKK
Hvul_v3_XM_047276521.1	JRKL
Hvul_v3_XM_047276522.1	SLC7A1
Hvul_v3_XM_047276523.1	
Hvul_v3_XM_047276524.1	
Hvul_v3_XM_047276525.1	
Hvul_v3_XM_047276526.1	
Hvul_v3_XM_047276527.1	ZMYM1
Hvul_v3_XM_047276528.1	PIF1
Hvul_v3_XM_047276529.1	TIGD4
Hvul_v3_XM_047276530.1	
Hvul_v3_XM_047276531.1	ZMYM1
Hvul_v3_XM_047276532.1	
Hvul_v3_XM_047276533.1	THAP12
Hvul_v3_XM_047276536.1	TIGD4
Hvul_v3_XM_047276537.1	
Hvul_v3_XM_047276538.1	FAM200A
Hvul_v3_XM_047276539.1	
Hvul_v3_XM_047276540.1	ZMYM1
Hvul_v3_XM_047276541.1	GLG1
Hvul_v3_XM_047276542.1	COG4
Hvul_v3_XM_047276543.1	ZMYM5
Hvul_v3_XM_047276544.1	ZMYM1
Hvul_v3_XM_047276545.1	
Hvul_v3_XM_047276547.1	
Hvul_v3_XM_047276548.1	
Hvul_v3_XM_047276549.1	
Hvul_v3_XM_047276550.1	
Hvul_v3_XM_047276551.1	HARBI1
Hvul_v3_XM_047276552.1	ZBED1
Hvul_v3_XM_047276553.1	GSKIP
Hvul_v3_XM_047276554.1	ZMAT5
Hvul_v3_XM_047276555.1	DICER1
Hvul_v3_XM_047276557.1	
Hvul_v3_XM_047276558.1	ZBED9
Hvul_v3_XM_047276559.1	THAP9
Hvul_v3_XM_047276560.1	ZBED4
Hvul_v3_XM_047276562.1	FAM200B
Hvul_v3_XM_047276563.1	
Hvul_v3_XM_047276564.1	
Hvul_v3_XM_047276565.1	
Hvul_v3_XM_047276566.1	RET
Hvul_v3_XM_047276567.1	RET
Hvul_v3_XM_047276568.1	CARF
Hvul_v3_XM_047276569.1	
Hvul_v3_XM_047276570.1	ZMYM1
Hvul_v3_XM_047276571.1	ZMYM5
Hvul_v3_XM_047276572.1	
Hvul_v3_XM_047276573.1	MCM9
Hvul_v3_XM_047276574.1	
Hvul_v3_XM_047276575.1	THAP12
Hvul_v3_XM_047276576.1	GLIPR2
Hvul_v3_XM_047276577.1	
Hvul_v3_XM_047276580.1	
Hvul_v3_XM_047276581.1	
Hvul_v3_XM_047276582.1	
Hvul_v3_XM_047276583.1	
Hvul_v3_XM_047276584.1	
Hvul_v3_XM_047276585.1	
Hvul_v3_XM_047276586.1	
Hvul_v3_XM_047276587.1	TMEM229B
Hvul_v3_XM_047276588.1	
Hvul_v3_XM_047276589.1	L1TD1
Hvul_v3_XM_047276590.1	ZMYM5
Hvul_v3_XM_047276591.1	AASDHPPT
Hvul_v3_XM_047276592.1	DNAJC24
Hvul_v3_XM_047276593.1	SLC40A1
Hvul_v3_XM_047276594.1	JRKL
Hvul_v3_XM_047276595.1	
Hvul_v3_XM_047276596.1	GIN1
Hvul_v3_XM_047276597.1	ZBED9
Hvul_v3_XM_047276598.1	
Hvul_v3_XM_047276599.1	ECE2
Hvul_v3_XM_047276600.1	
Hvul_v3_XM_047276602.1	
Hvul_v3_XM_047276603.1	
Hvul_v3_XM_047276604.1	
Hvul_v3_XM_047276605.1	ERCC6
Hvul_v3_XM_047276606.1	
Hvul_v3_XM_047276607.1	
Hvul_v3_XM_047276608.1	
Hvul_v3_XM_047276609.1	SLC35A1
Hvul_v3_XM_047276610.1	ZBED1
Hvul_v3_XM_047276612.1	ZBED1
Hvul_v3_XM_047276613.1	
Hvul_v3_XM_047276614.1	ZMYM1
Hvul_v3_XM_047276616.1	THAP12
Hvul_v3_XM_047276617.1	
Hvul_v3_XM_047276618.1	
Hvul_v3_XM_047276619.1	PRKD1
Hvul_v3_XM_047276620.1	ZBTB8A
Hvul_v3_XM_047276621.1	MOK
Hvul_v3_XM_047276622.1	
Hvul_v3_XM_047276623.1	
Hvul_v3_XM_047276624.1	
Hvul_v3_XM_047276625.1	
Hvul_v3_XM_047276626.1	
Hvul_v3_XM_047276627.1	
Hvul_v3_XM_047276628.1	
Hvul_v3_XM_047276629.1	GTF2IRD2
Hvul_v3_XM_047276630.1	ZMYM1
Hvul_v3_XM_047276631.1	KIAA1586
Hvul_v3_XM_047276632.1	NTM
Hvul_v3_XM_047276633.1	
Hvul_v3_XM_047276634.1	
Hvul_v3_XM_047276635.1	
Hvul_v3_XM_047276636.1	ZMYM5
Hvul_v3_XM_047276637.1	ZMYM1
Hvul_v3_XM_047276638.1	
Hvul_v3_XM_047276639.1	THAP12
Hvul_v3_XM_047276641.1	PPP3R1
Hvul_v3_XM_047276642.1	
Hvul_v3_XM_047276643.1	ZBED4
Hvul_v3_XM_047276644.1	
Hvul_v3_XM_047276645.1	TIGD1
Hvul_v3_XM_047276647.1	
Hvul_v3_XM_047276648.1	
Hvul_v3_XM_047276649.1	ZMYM5
Hvul_v3_XM_047276650.1	ZMYM1
Hvul_v3_XM_047276651.1	
Hvul_v3_XM_047276652.1	
Hvul_v3_XM_047276654.1	PGBD4
Hvul_v3_XM_047276655.1	PGBD4
Hvul_v3_XM_047276656.1	
Hvul_v3_XM_047276657.1	
Hvul_v3_XM_047276658.1	KTN1
Hvul_v3_XM_047276661.1	
Hvul_v3_XM_047276662.1	
Hvul_v3_XM_047276668.1	POGK
Hvul_v3_XM_047276669.1	
Hvul_v3_XM_047276670.1	SPEF2
Hvul_v3_XM_047276671.1	
Hvul_v3_XM_047276672.1	CHIT1
Hvul_v3_XM_047276673.1	
Hvul_v3_XM_047276676.1	ZMYM1
Hvul_v3_XM_047276677.1	
Hvul_v3_XM_047276678.1	
Hvul_v3_XM_047276679.1	ZMYM1
Hvul_v3_XM_047276680.1	ZMYM1
Hvul_v3_XM_047276681.1	
Hvul_v3_XM_047276682.1	
Hvul_v3_XM_047276683.1	
Hvul_v3_XM_047276684.1	PHF8
Hvul_v3_XM_047276685.1	BRAF
Hvul_v3_XM_047276686.1	
Hvul_v3_XM_047276687.1	
Hvul_v3_XM_047276688.1	
Hvul_v3_XM_047276689.1	ERCC6
Hvul_v3_XM_047276690.1	
Hvul_v3_XM_047276691.1	
Hvul_v3_XM_047276692.1	ZBED4
Hvul_v3_XM_047276693.1	ARL14EP
Hvul_v3_XM_047276694.1	PGBD4
Hvul_v3_XM_047276695.1	
Hvul_v3_XM_047276696.1	
Hvul_v3_XM_047276697.1	
Hvul_v3_XM_047276698.1	
Hvul_v3_XM_047276699.1	PIF1
Hvul_v3_XM_047276700.1	
Hvul_v3_XM_047276701.1	RET
Hvul_v3_XM_047276702.1	FLT1
Hvul_v3_XM_047276703.1	DCTN6
Hvul_v3_XM_047276704.1	
Hvul_v3_XM_047276705.1	
Hvul_v3_XM_047276706.1	CNTNAP3B
Hvul_v3_XM_047276707.1	
Hvul_v3_XM_047276708.1	IKBKB
Hvul_v3_XM_047276709.1	GNPNAT1
Hvul_v3_XM_047276710.1	
Hvul_v3_XM_047276711.1	THAP1
Hvul_v3_XM_047276712.1	
Hvul_v3_XM_047276713.1	
Hvul_v3_XM_047276714.1	
Hvul_v3_XM_047276715.1	
Hvul_v3_XM_047276716.1	
Hvul_v3_XM_047276717.1	TTC9C
Hvul_v3_XM_047276718.1	
Hvul_v3_XM_047276719.1	ZMYM1
Hvul_v3_XM_047276720.1	
Hvul_v3_XM_047276721.1	
Hvul_v3_XM_047276722.1	
Hvul_v3_XM_047276724.1	
Hvul_v3_XM_047276725.1	PGBD4
Hvul_v3_XM_047276726.1	ZBED5
Hvul_v3_XM_047276727.1	
Hvul_v3_XM_047276728.1	JRKL
Hvul_v3_XM_047276729.1	
Hvul_v3_XM_047276730.1	ZMYM1
Hvul_v3_XM_047276731.1	EFCAB8
Hvul_v3_XM_047276732.1	
Hvul_v3_XM_047276733.1	MARCHF6
Hvul_v3_XM_047276734.1	
Hvul_v3_XM_047276735.1	
Hvul_v3_XM_047276736.1	
Hvul_v3_XM_047276737.1	DDX60
Hvul_v3_XM_047276738.1	
Hvul_v3_XM_047276740.1	
Hvul_v3_XM_047276741.1	ZMYM1
Hvul_v3_XM_047276742.1	
Hvul_v3_XM_047276743.1	
Hvul_v3_XM_047276744.1	
Hvul_v3_XM_047276745.1	ZMYM1
Hvul_v3_XM_047276746.1	PIF1
Hvul_v3_XM_047276747.1	
Hvul_v3_XM_047276748.1	NDUFAF5
Hvul_v3_XM_047276749.1	
Hvul_v3_XM_047276750.1	
Hvul_v3_XM_047276751.1	FAM177A1
Hvul_v3_XM_047276752.1	KRBA2
Hvul_v3_XM_047276753.1	
Hvul_v3_XM_047276755.1	ERCC6
Hvul_v3_XM_047276756.1	
Hvul_v3_XM_047276757.1	RALGAPB
Hvul_v3_XM_047276758.1	TIGD6
Hvul_v3_XM_047276759.1	
Hvul_v3_XM_047276760.1	
Hvul_v3_XM_047276761.1	PPP1CB
Hvul_v3_XM_047276762.1	BORCS5
Hvul_v3_XM_047276763.1	SCP2
Hvul_v3_XM_047276769.1	
Hvul_v3_XM_047276770.1	
Hvul_v3_XM_047276771.1	MTIF2
Hvul_v3_XM_047276772.1	CMPK2
Hvul_v3_XM_047276773.1	MOCS3
Hvul_v3_XM_047276776.1	
Hvul_v3_XM_047276778.1	
Hvul_v3_XM_047276780.1	SPATA7
Hvul_v3_XM_047276783.1	
Hvul_v3_XM_047276787.1	JAG2
Hvul_v3_XM_047276788.1	KLC2
Hvul_v3_XM_047276791.1	VRK1
Hvul_v3_XM_047276793.1	
Hvul_v3_XM_047276795.1	
Hvul_v3_XM_047276796.1	TRAF3
Hvul_v3_XM_047276797.1	PC
Hvul_v3_XM_047276798.1	SDCCAG8
Hvul_v3_XM_047276801.1	KCNH1
Hvul_v3_XM_047276803.1	GNAL
Hvul_v3_XM_047276806.1	KCNH1
Hvul_v3_XM_047276808.1	
Hvul_v3_XM_047276810.1	
Hvul_v3_XM_047276811.1	NAGK
Hvul_v3_XM_047276813.1	
Hvul_v3_XM_047276814.1	LRRC74A
Hvul_v3_XM_047276818.1	
Hvul_v3_XM_047276820.1	PRSS8
Hvul_v3_XM_047276822.1	SPO11
Hvul_v3_XM_047276824.1	SRPRB
Hvul_v3_XM_047276827.1	
Hvul_v3_XM_047276828.1	DTL
Hvul_v3_XM_047276831.1	EIF3I
Hvul_v3_XM_047276834.1	SAMHD1
Hvul_v3_XM_047276835.1	DAAM1
Hvul_v3_XM_047276838.1	MARK3
Hvul_v3_XM_047276843.1	
Hvul_v3_XM_047276844.1	
Hvul_v3_XM_047276845.1	XPO5
Hvul_v3_XM_047276846.1	DAXX
Hvul_v3_XM_047276848.1	
Hvul_v3_XM_047276849.1	MRPS28
Hvul_v3_XM_047276850.1	VIPAS39
Hvul_v3_XM_047276851.1	CR2
Hvul_v3_XM_047276853.1	
Hvul_v3_XM_047276854.1	ZNRD2
Hvul_v3_XM_047276855.1	ARL14EP
Hvul_v3_XM_047276856.1	GNPAT
Hvul_v3_XM_047276857.1	
Hvul_v3_XM_047276858.1	
Hvul_v3_XM_047276861.1	
Hvul_v3_XM_047276862.1	THAP12
Hvul_v3_XM_047276863.1	ENPEP
Hvul_v3_XM_047276865.1	USP34
Hvul_v3_XM_047276867.1	
Hvul_v3_XM_047276868.1	UTP25
Hvul_v3_XM_047276869.1	ZBED4
Hvul_v3_XM_047276870.1	
Hvul_v3_XM_047276876.1	DHX38
Hvul_v3_XM_047276878.1	TCF12
Hvul_v3_XM_047276880.1	
Hvul_v3_XM_047276884.1	KIF6
Hvul_v3_XM_047276891.1	
Hvul_v3_XM_047276892.1	
Hvul_v3_XM_047276896.1	
Hvul_v3_XM_047276897.1	FRMD8
Hvul_v3_XM_047276899.1	PIF1
Hvul_v3_XM_047276900.1	
