ko	uniprot_entry	ensembl_transcript	name	name_long
K14020	P56695	Mmus_ENSMUST00000043964	WFS1	wolfamin
K14020	Q3UN10	Mmus_ENSMUST00000166339	WFS1	wolfamin
K14021	O08734	Mmus_ENSMUST00000078691	BAK, BAK1	Bcl-2 homologous antagonist/killer
K14025	Q9BCZ4	Mmus_ENSMUST00000101801	SELS, VIMP	selenoprotein S
K14026	Q9Z2G6	Mmus_ENSMUST00000021347	SEL1, SEL1L	SEL1 protein
K14026	Q3V172	Mmus_ENSMUST00000122367	SEL1, SEL1L	SEL1 protein
K14026	Q9Z2G6	Mmus_ENSMUST00000167466	SEL1, SEL1L	SEL1 protein
K14027	Q9JJK5	Mmus_ENSMUST00000161576	HERPUD1, HERP	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein
K14050	Q9JHK4	Mmus_ENSMUST00000163889	RABGGTA	geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
K14050	Q9JHK4	Mmus_ENSMUST00000169237	RABGGTA	geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
K14050	Q9JHK4	Mmus_ENSMUST00000227061	RABGGTA	geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
K14073	Q6P8U6	Mmus_ENSMUST00000057270	PNLIP, PL	pancreatic triacylglycerol lipase [EC:3.1.1.3]
K14074	Q5BKQ4	Mmus_ENSMUST00000048644	PNLIPRP1, PLRP1	pancreatic lipase-related protein 1 [EC:3.1.1.3]
K14075	P17892	Mmus_ENSMUST00000026081	PNLIPRP2, PLRP2	pancreatic lipase-related protein 2 [EC:3.1.1.3]
K14077	Q8BWC0	Mmus_ENSMUST00000058022	TPCN2	two pore calcium channel protein 2
K14078	Q9WVC8	Mmus_ENSMUST00000001254	SLC26A3, DRA	solute carrier family 26 (chloride anion exchanger), member 3
K14079	Q91YI6	Mmus_ENSMUST00000048702	PAPD4, GLD2	poly(A) RNA polymerase GLD2 [EC:2.7.7.19]
K14079	Q91YI6	Mmus_ENSMUST00000225868	PAPD4, GLD2	poly(A) RNA polymerase GLD2 [EC:2.7.7.19]
K14085	Q9DBF1	Mmus_ENSMUST00000066208	ALDH7A1	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K14085	Q9DBF1	Mmus_ENSMUST00000174518	ALDH7A1	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K14137	A0A494B9V8	Mmus_ENSMUST00000237333	PTAR1	protein prenyltransferase alpha subunit repeat containing protein 1
K14139	Q60766	Mmus_ENSMUST00000049519	IRGM, LRG47	immunity-related GTPase family M protein [EC:3.6.5.-]
K14139	A0A140LIF8	Mmus_ENSMUST00000058704	IRGM, LRG47	immunity-related GTPase family M protein [EC:3.6.5.-]
K14139	Q60766	Mmus_ENSMUST00000097271	IRGM, LRG47	immunity-related GTPase family M protein [EC:3.6.5.-]
K14139	A0A140LIF8	Mmus_ENSMUST00000108836	IRGM, LRG47	immunity-related GTPase family M protein [EC:3.6.5.-]
K14140	Q9DCE9	Mmus_ENSMUST00000035266	IGTP	interferon gamma induced GTPase
K14142	Q6R5P0	Mmus_ENSMUST00000063570	TLR11	toll-like receptor 11
K14142	V9GWT0	Mmus_ENSMUST00000185091	TLR11	toll-like receptor 11
K14156	O55229	Mmus_ENSMUST00000023289	CHK	choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]
K14156	O54804	Mmus_ENSMUST00000025760	CHK	choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]
K14156	O54804	Mmus_ENSMUST00000072055	CHK	choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]
K14157	Q99K67	Mmus_ENSMUST00000031707	AASS	alpha-aminoadipic semialdehyde synthase [EC:1.5.1.8 1.5.1.9]
K14158	Q9QXI6	Mmus_ENSMUST00000011178	SLC5A1, SGLT1	solute carrier family 5 (sodium/glucose cotransporter), member 1
K14158	E9QAB5	Mmus_ENSMUST00000099577	SLC5A1, SGLT1	solute carrier family 5 (sodium/glucose cotransporter), member 1
K14163	Q8CGC7	Mmus_ENSMUST00000046514	EPRS	bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15]
K14165	Q9JLY7	Mmus_ENSMUST00000018792	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9D9D8	Mmus_ENSMUST00000026018	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q6NT99	Mmus_ENSMUST00000027826	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q99N12	Mmus_ENSMUST00000028384	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q6NXK5	Mmus_ENSMUST00000032071	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9D700	Mmus_ENSMUST00000036631	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q8R4V2	Mmus_ENSMUST00000037715	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q8VE01	Mmus_ENSMUST00000055931	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q8BTR5	Mmus_ENSMUST00000060913	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9WUA5	Mmus_ENSMUST00000069106	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q8BK84	Mmus_ENSMUST00000073870	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q6B8I0	Mmus_ENSMUST00000075040	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q148W8	Mmus_ENSMUST00000085992	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q99N11	Mmus_ENSMUST00000091672	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q99N11	Mmus_ENSMUST00000095914	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9JLY7	Mmus_ENSMUST00000100705	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9JLY7	Mmus_ENSMUST00000108101	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q8VE01	Mmus_ENSMUST00000109996	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q66GT5	Mmus_ENSMUST00000111461	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q7TNW3	Mmus_ENSMUST00000120956	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9QYJ7	Mmus_ENSMUST00000120984	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q8R4V2	Mmus_ENSMUST00000123121	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9D700	Mmus_ENSMUST00000161713	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9JLY7	Mmus_ENSMUST00000164891	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9D700	Mmus_ENSMUST00000170204	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q9QYJ7	Mmus_ENSMUST00000184703	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14165	Q148W8	Mmus_ENSMUST00000192369	K14165	atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
K14167	Q810P3	Mmus_ENSMUST00000067426	CDKN3, KAP	cyclin-dependent kinase inhibitor 3 [EC:3.1.3.16 3.1.3.48]
K14168	Q99J10	Mmus_ENSMUST00000038332	CTU1, NCS6	cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]
K14169	Q3U308	Mmus_ENSMUST00000116412	CTU2, NCS2	cytoplasmic tRNA 2-thiolation protein 2
K14191	Q9D0D4	Mmus_ENSMUST00000022203	DIM1	18S rRNA (adenine1779-N6/adenine1780-N6)-dimethyltransferase [EC:2.1.1.183]
K14206	Q9JIP7	Mmus_ENSMUST00000088386	SLC15A1, PEPT1	solute carrier family 15 (oligopeptide transporter), member 1
K14207	Q8CFE6	Mmus_ENSMUST00000023099	SLC38A2, SNAT2	solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 2
K14208	B1AVD1	Mmus_ENSMUST00000077775	XPNPEP2	Xaa-Pro aminopeptidase 2 [EC:3.4.11.9]
K14209	Q8K4D3	Mmus_ENSMUST00000020499	SLC36A, PAT	solute carrier family 36 (proton-coupled amino acid transporter)
K14209	Q811P0	Mmus_ENSMUST00000020502	SLC36A, PAT	solute carrier family 36 (proton-coupled amino acid transporter)
K14209	Q8BHK3	Mmus_ENSMUST00000039305	SLC36A, PAT	solute carrier family 36 (proton-coupled amino acid transporter)
K14209	A0A0R4J0Q3	Mmus_ENSMUST00000061568	SLC36A, PAT	solute carrier family 36 (proton-coupled amino acid transporter)
K14209	Q8K4D3	Mmus_ENSMUST00000108867	SLC36A, PAT	solute carrier family 36 (proton-coupled amino acid transporter)
K14209	Q8K4D3	Mmus_ENSMUST00000108872	SLC36A, PAT	solute carrier family 36 (proton-coupled amino acid transporter)
K14210	Q91WV7	Mmus_ENSMUST00000024944	SLC3A1, RBAT	solute carrier family 3 (neutral and basic amino acid transporter), member 1
K14211	P54320	Mmus_ENSMUST00000015138	ELN	elastin
K14212	A2A6C4	Mmus_ENSMUST00000059448	SPPL2C, IMP5	signal peptide peptidase-like 2C [EC:3.4.23.-]
K14212	A2A6C4	Mmus_ENSMUST00000107000	SPPL2C, IMP5	signal peptide peptidase-like 2C [EC:3.4.23.-]
K14213	Q11136	Mmus_ENSMUST00000075068	PEPD	Xaa-Pro dipeptidase [EC:3.4.13.9]
K14214	Q2TB02	Mmus_ENSMUST00000046177	NFKBID	NF-kappa-B inhibitor delta
K14214	Q2TB02	Mmus_ENSMUST00000108175	NFKBID	NF-kappa-B inhibitor delta
K14216	Q8VI93	Mmus_ENSMUST00000044833	OAS	2-5-oligoadenylate synthetase [EC:2.7.7.84]
K14216	E9Q9A9	Mmus_ENSMUST00000053909	OAS	2-5-oligoadenylate synthetase [EC:2.7.7.84]
K14216	P11928	Mmus_ENSMUST00000080322	OAS	2-5-oligoadenylate synthetase [EC:2.7.7.84]
K14216	E9Q9A9	Mmus_ENSMUST00000081491	OAS	2-5-oligoadenylate synthetase [EC:2.7.7.84]
K14216	Q8K469	Mmus_ENSMUST00000086368	OAS	2-5-oligoadenylate synthetase [EC:2.7.7.84]
K14217	Q64282	Mmus_ENSMUST00000102824	IFIT1	interferon-induced protein with tetratricopeptide repeats 1
K14217	E9PXF7	Mmus_ENSMUST00000168254	IFIT1	interferon-induced protein with tetratricopeptide repeats 1
K14242	Q9EST8	Mmus_ENSMUST00000036273	NFKBIZ	NF-kappa-B inhibitor zeta
K14242	Q9EST8	Mmus_ENSMUST00000096026	NFKBIZ	NF-kappa-B inhibitor zeta
K14242	Q9EST8	Mmus_ENSMUST00000114457	NFKBIZ	NF-kappa-B inhibitor zeta
K14242	Q9EST8	Mmus_ENSMUST00000114458	NFKBIZ	NF-kappa-B inhibitor zeta
K14281	F8VQ95	Mmus_ENSMUST00000084030	TACC1	transforming acidic coiled-coil-containing protein 1
K14281	Q6Y685	Mmus_ENSMUST00000084512	TACC1	transforming acidic coiled-coil-containing protein 1
K14282	E9Q9Z4	Mmus_ENSMUST00000059145	TACC2	transforming acidic coiled-coil-containing protein 2
K14282	Q9JJG0	Mmus_ENSMUST00000207282	TACC2	transforming acidic coiled-coil-containing protein 2
K14283	Q6NV52	Mmus_ENSMUST00000079534	TACC3, maskin	transforming acidic coiled-coil-containing protein 3
K14283	Q6NV52	Mmus_ENSMUST00000114426	TACC3, maskin	transforming acidic coiled-coil-containing protein 3
K14284	Q4ZGD8	Mmus_ENSMUST00000010085	NXF, TAP, MEX67	nuclear RNA export factor
K14284	Q99JX7	Mmus_ENSMUST00000010241	NXF, TAP, MEX67	nuclear RNA export factor
K14284	Q4ZGD9	Mmus_ENSMUST00000080929	NXF, TAP, MEX67	nuclear RNA export factor
K14285	Q3UNA4	Mmus_ENSMUST00000042329	NXT1_2, P15	NTF2-related export protein 1/2
K14285	Q9QZV9	Mmus_ENSMUST00000047177	NXT1_2, P15	NTF2-related export protein 1/2
K14285	Q9QZV9	Mmus_ENSMUST00000109961	NXT1_2, P15	NTF2-related export protein 1/2
K14285	Q3UNA4	Mmus_ENSMUST00000112913	NXT1_2, P15	NTF2-related export protein 1/2
K14285	Q3UNA4	Mmus_ENSMUST00000112914	NXT1_2, P15	NTF2-related export protein 1/2
K14285	Q3UNA4	Mmus_ENSMUST00000112916	NXT1_2, P15	NTF2-related export protein 1/2
K14286	Q8BWU8	Mmus_ENSMUST00000072271	AGXT2L1, ETNPPL	ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]
K14286	Q8BWU8	Mmus_ENSMUST00000166187	AGXT2L1, ETNPPL	ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]
K14288	A0A1W2P7Q6	Mmus_ENSMUST00000218004	XPOT	exportin-T
K14289	Q924C1	Mmus_ENSMUST00000087031	XPO5	exportin-5
K14290	Q6P5F9	Mmus_ENSMUST00000102869	XPO1, CRM1	exportin-1
K14290	Q6P5F9	Mmus_ENSMUST00000102870	XPO1, CRM1	exportin-1
K14291	Q9JJT9	Mmus_ENSMUST00000008445	PHAX	phosphorylated adapter RNA export protein
K14292	Q923W1	Mmus_ENSMUST00000052712	TGS1	trimethylguanosine synthase [EC:2.1.1.-]
K14293	P70168	Mmus_ENSMUST00000001479	KPNB1, IPO1	importin subunit beta-1
K14294	Q8CHP5	Mmus_ENSMUST00000065210	WIBG, PYM	partner of Y14 and mago
K14294	Q8CHP5	Mmus_ENSMUST00000163377	WIBG, PYM	partner of Y14 and mago
K14295	Q9JIH2	Mmus_ENSMUST00000165443	NUP50, NPAP60	nuclear pore complex protein Nup50
K14295	Q9JIH2	Mmus_ENSMUST00000230411	NUP50, NPAP60	nuclear pore complex protein Nup50
K14296	E9Q3G8	Mmus_ENSMUST00000021803	NUP153	nuclear pore complex protein Nup153
K14297	A0A1B0GSX7	Mmus_ENSMUST00000210682	NUP98, ADAR2, NUP116	nuclear pore complex protein Nup98-Nup96
K14298	Q8C570	Mmus_ENSMUST00000029013	RAE1, GLE2	mRNA export factor
K14299	Q8R2U0	Mmus_ENSMUST00000025421	SEH1	nucleoporin SEH1
K14299	Q8R2U0	Mmus_ENSMUST00000237700	SEH1	nucleoporin SEH1
K14300	Q8R0G9	Mmus_ENSMUST00000044795	NUP133	nuclear pore complex protein Nup133
K14301	Q8BH74	Mmus_ENSMUST00000064848	NUP107, NUP84	nuclear pore complex protein Nup107
K14302	Q9CWU9	Mmus_ENSMUST00000052355	NUP37	nuclear pore complex protein Nup37
K14302	Q9CWU9	Mmus_ENSMUST00000169309	NUP37	nuclear pore complex protein Nup37
K14303	Q9Z0W3	Mmus_ENSMUST00000057481	NUP160, NUP120	nuclear pore complex protein Nup160
K14304	Q8R480	Mmus_ENSMUST00000021085	NUP85	nuclear pore complex protein Nup85
K14305	P59235	Mmus_ENSMUST00000040135	NUP43	nuclear pore complex protein Nup43
K14306	Q63850	Mmus_ENSMUST00000057195	NUP62, NSP1	nuclear pore complex protein Nup62
K14306	Q63850	Mmus_ENSMUST00000207103	NUP62, NSP1	nuclear pore complex protein Nup62
K14306	Q63850	Mmus_ENSMUST00000208626	NUP62, NSP1	nuclear pore complex protein Nup62
K14307	Q8R332	Mmus_ENSMUST00000041905	NUPL1, NUP49	nucleoporin p58/p45
K14307	Q8R332	Mmus_ENSMUST00000225111	NUPL1, NUP49	nucleoporin p58/p45
K14307	Q8R332	Mmus_ENSMUST00000225311	NUPL1, NUP49	nucleoporin p58/p45
K14307	Q8R332	Mmus_ENSMUST00000225805	NUPL1, NUP49	nucleoporin p58/p45
K14308	Q8BTS4	Mmus_ENSMUST00000038514	NUP54, NUP57	nuclear pore complex protein Nup54
K14309	Q8BJ71	Mmus_ENSMUST00000079961	NUP93, NIC96	nuclear pore complex protein Nup93
K14309	Q8BJ71	Mmus_ENSMUST00000109547	NUP93, NIC96	nuclear pore complex protein Nup93
K14309	Q8BJ71	Mmus_ENSMUST00000212824	NUP93, NIC96	nuclear pore complex protein Nup93
K14310	B9EJ54	Mmus_ENSMUST00000043815	NUP205, NUP192	nuclear pore complex protein Nup205
K14311	Q6ZQH8	Mmus_ENSMUST00000064447	NUP188	nuclear pore complex protein Nup188
K14312	Q99P88	Mmus_ENSMUST00000163765	NUP155, NUP170, NUP157	nuclear pore complex protein Nup155
K14313	Q8R4R6	Mmus_ENSMUST00000028382	NUP35, NUP53	nuclear pore complex protein Nup53
K14314	Q9D2F7	Mmus_ENSMUST00000029548	NUP210, GP210	nuclear pore complex protein Nup210
K14314	Q9QY81	Mmus_ENSMUST00000032179	NUP210, GP210	nuclear pore complex protein Nup210
K14315	Q8VCB1	Mmus_ENSMUST00000139560	NDC1, TMEM48	nucleoporin NDC1
K14316	Q5SW25	Mmus_ENSMUST00000017126	POM121, NUP121	nuclear pore complex protein Nup121
K14316	Q8K3Z9	Mmus_ENSMUST00000111171	POM121, NUP121	nuclear pore complex protein Nup121
K14317	Q80U93	Mmus_ENSMUST00000065398	NUP214, CAN	nuclear pore complex protein Nup214
K14318	Q8CEC0	Mmus_ENSMUST00000035283	NUP88	nuclear pore complex protein Nup88
K14318	Q8CEC0	Mmus_ENSMUST00000108530	NUP88	nuclear pore complex protein Nup88
K14318	Q8CEC0	Mmus_ENSMUST00000108531	NUP88	nuclear pore complex protein Nup88
K14319	P46061	Mmus_ENSMUST00000052374	RANGAP1	Ran GTPase-activating protein 1
K14319	P46061	Mmus_ENSMUST00000170134	RANGAP1	Ran GTPase-activating protein 1
K14319	P46061	Mmus_ENSMUST00000171115	RANGAP1	Ran GTPase-activating protein 1
K14320	P58742	Mmus_ENSMUST00000041208	AAAS	aladin
K14321	E9QL43	Mmus_ENSMUST00000049887	NUPL2, NUP42, CG1	nucleoporin-like protein 2
K14322	Q8VE62	Mmus_ENSMUST00000026520	PAIP1	polyadenylate-binding protein-interacting protein 1
K14323	Q8K3W3	Mmus_ENSMUST00000017384	CASC3, MLN51	protein CASC3
K14323	Q8K3W3	Mmus_ENSMUST00000169695	CASC3, MLN51	protein CASC3
K14324	E9Q317	Mmus_ENSMUST00000074053	SAP18	histone deacetylase complex subunit SAP18
K14324	E9Q317	Mmus_ENSMUST00000128764	SAP18	histone deacetylase complex subunit SAP18
K14325	Q99M28	Mmus_ENSMUST00000088512	RNPS1	RNA-binding protein with serine-rich domain 1
K14325	Q99M28	Mmus_ENSMUST00000115371	RNPS1	RNA-binding protein with serine-rich domain 1
K14325	Q99M28	Mmus_ENSMUST00000163717	RNPS1	RNA-binding protein with serine-rich domain 1
K14326	Q9EPU0	Mmus_ENSMUST00000075666	UPF1, RENT1	regulator of nonsense transcripts 1 [EC:5.6.2.5 5.6.2.3]
K14326	Q9EPU0	Mmus_ENSMUST00000215817	UPF1, RENT1	regulator of nonsense transcripts 1 [EC:5.6.2.5 5.6.2.3]
K14327	A2AT37	Mmus_ENSMUST00000060092	UPF2, RENT2	regulator of nonsense transcripts 2
K14328	Q3ULJ3	Mmus_ENSMUST00000043767	UPF3, RENT3	regulator of nonsense transcripts 3
K14328	Q3ULL6	Mmus_ENSMUST00000076265	UPF3, RENT3	regulator of nonsense transcripts 3
K14341	O08705	Mmus_ENSMUST00000095572	SLC10A1, NTCP	solute carrier family 10 (sodium/bile acid cotransporter), member 1
K14341	O08705	Mmus_ENSMUST00000218162	SLC10A1, NTCP	solute carrier family 10 (sodium/bile acid cotransporter), member 1
K14342	P70172	Mmus_ENSMUST00000023835	SLC10A2, ASBT	solute carrier family 10 (sodium/bile acid cotransporter), member 2
K14343	P21129	Mmus_ENSMUST00000037967	SLC10A3_5	solute carrier family 10 (sodium/bile acid cotransporter), member 3/5
K14343	P21129	Mmus_ENSMUST00000073067	SLC10A3_5	solute carrier family 10 (sodium/bile acid cotransporter), member 3/5
K14343	Q5PT54	Mmus_ENSMUST00000078748	SLC10A3_5	solute carrier family 10 (sodium/bile acid cotransporter), member 3/5
K14343	P21129	Mmus_ENSMUST00000114146	SLC10A3_5	solute carrier family 10 (sodium/bile acid cotransporter), member 3/5
K14344	Q3UEZ8	Mmus_ENSMUST00000031127	SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter), member 4
K14345	Q9EPT5	Mmus_ENSMUST00000035148	SLCO2A	solute carrier organic anion transporter family, member 2A
K14345	Q9EPT5	Mmus_ENSMUST00000188664	SLCO2A	solute carrier organic anion transporter family, member 2A
K14346	Q9CXB2	Mmus_ENSMUST00000031263	SLC10A6, SOAT	solute carrier family 10 (sodium/bile acid cotransporter), member 6
K14347	Q5PT53	Mmus_ENSMUST00000034111	SLC10A7, P7	solute carrier family 10 (sodium/bile acid cotransporter), member 7
K14347	Q5PT53	Mmus_ENSMUST00000209490	SLC10A7, P7	solute carrier family 10 (sodium/bile acid cotransporter), member 7
K14347	Q5PT53	Mmus_ENSMUST00000209992	SLC10A7, P7	solute carrier family 10 (sodium/bile acid cotransporter), member 7
K14347	Q5PT53	Mmus_ENSMUST00000211286	SLC10A7, P7	solute carrier family 10 (sodium/bile acid cotransporter), member 7
K14349	Q8BLF1	Mmus_ENSMUST00000046515	NCEH1, AADACL1	neutral cholesterol ester hydrolase 1 [EC:3.1.1.-]
K14350	W4VSP6	Mmus_ENSMUST00000168156	AADACL2	arylacetamide deacetylase-like 2 [EC:3.1.1.-]
K14350	B2RWD2	Mmus_ENSMUST00000169794	AADACL2	arylacetamide deacetylase-like 2 [EC:3.1.1.-]
K14350	J3QPI0	Mmus_ENSMUST00000179799	AADACL2	arylacetamide deacetylase-like 2 [EC:3.1.1.-]
K14351	Q8BM81	Mmus_ENSMUST00000030328	AADACL3_4	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14351	B1AVU7	Mmus_ENSMUST00000036876	AADACL3_4	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14351	B1AVU5	Mmus_ENSMUST00000094510	AADACL3_4	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14351	B1ASB3	Mmus_ENSMUST00000105746	AADACL3_4	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14351	B1AVU6	Mmus_ENSMUST00000105747	AADACL3_4	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14351	A2A752	Mmus_ENSMUST00000105748	AADACL3_4	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14351	A2A7Z8	Mmus_ENSMUST00000105749	AADACL3_4	arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
K14352	Q8BXB6	Mmus_ENSMUST00000032985	SLCO2B	solute carrier organic anion transporter family, member 2B
K14352	Q8BXB6	Mmus_ENSMUST00000107086	SLCO2B	solute carrier organic anion transporter family, member 2B
K14353	Q8R3L5	Mmus_ENSMUST00000026897	SLCO3A	solute carrier organic anion transporter family, member 3A
K14353	Q8R3L5	Mmus_ENSMUST00000098371	SLCO3A	solute carrier organic anion transporter family, member 3A
K14354	Q8K078	Mmus_ENSMUST00000038225	SLCO4A	solute carrier organic anion transporter family, member 4A
K14354	Q8K078	Mmus_ENSMUST00000038259	SLCO4A	solute carrier organic anion transporter family, member 4A
K14355	Q8BGD4	Mmus_ENSMUST00000071985	SLCO4C	solute carrier organic anion transporter family, member 4C
K14356	E9PVD9	Mmus_ENSMUST00000115403	SLCO5A	solute carrier organic anion transporter family, member 5A
K14356	E9PVD9	Mmus_ENSMUST00000188454	SLCO5A	solute carrier organic anion transporter family, member 5A
K14357	Q8C0X7	Mmus_ENSMUST00000027569	SLCO6A	solute carrier organic anion transporter family, member 6A
K14357	Q9D5W6	Mmus_ENSMUST00000027575	SLCO6A	solute carrier organic anion transporter family, member 6A
K14357	Q14DL2	Mmus_ENSMUST00000160796	SLCO6A	solute carrier organic anion transporter family, member 6A
K14357	Q8C0X7	Mmus_ENSMUST00000189547	SLCO6A	solute carrier organic anion transporter family, member 6A
K14358	Q9CZC8	Mmus_ENSMUST00000019268	SCRN	secernin
K14358	Q8VCA8	Mmus_ENSMUST00000021249	SCRN	secernin
K14358	Q3TMH2	Mmus_ENSMUST00000090811	SCRN	secernin
K14359	Q1JRP2	Mmus_ENSMUST00000059424	TMPRSS11C	transmembrane protease serine 11C [EC:3.4.21.-]
K14360	Q8R000	Mmus_ENSMUST00000042042	OSTALPHA, OSTA, SLC51A1	organic solute transporter subunit alpha
K14361	Q80WK2	Mmus_ENSMUST00000065894	OSTBETA, OSTB, SLC51A2	organic solute transporter subunit beta
K14362	Q9JKE2	Mmus_ENSMUST00000048782	TREM1, CD354	triggering receptor expressed on myeloid cells 1
K14363	Q8K558	Mmus_ENSMUST00000024792	TLT1	trem-like transcript 1 protein
K14363	Q8K558	Mmus_ENSMUST00000224001	TLT1	trem-like transcript 1 protein
K14364	Q2LA85	Mmus_ENSMUST00000233092	TLT2	trem-like transcript 2 protein
K14365	P97447	Mmus_ENSMUST00000023854	FHL1, SLIM1	four and a half LIM domains protein 1
K14365	P97447	Mmus_ENSMUST00000116596	FHL1, SLIM1	four and a half LIM domains protein 1
K14376	Q6PCL9	Mmus_ENSMUST00000020513	PAP	poly(A) polymerase [EC:2.7.7.19]
K14376	Q61183	Mmus_ENSMUST00000021535	PAP	poly(A) polymerase [EC:2.7.7.19]
K14376	A1L349	Mmus_ENSMUST00000099400	PAP	poly(A) polymerase [EC:2.7.7.19]
K14376	Q9WVP6	Mmus_ENSMUST00000099400	PAP	poly(A) polymerase [EC:2.7.7.19]
K14376	Q61183	Mmus_ENSMUST00000109901	PAP	poly(A) polymerase [EC:2.7.7.19]
K14377	Q8VBT3	Mmus_ENSMUST00000039507	OSCAR	osteoclast-associated immunoglobulin-like receptor
K14377	Q8VBT3	Mmus_ENSMUST00000108645	OSCAR	osteoclast-associated immunoglobulin-like receptor
K14378	Q99NH8	Mmus_ENSMUST00000024791	TREM2	triggering receptor expressed on myeloid cells 2
K14378	Q99NH8	Mmus_ENSMUST00000113237	TREM2	triggering receptor expressed on myeloid cells 2
K14379	Q05117	Mmus_ENSMUST00000069330	ACP5	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14379	Q05117	Mmus_ENSMUST00000115315	ACP5	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14379	Q05117	Mmus_ENSMUST00000165735	ACP5	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14379	Q05117	Mmus_ENSMUST00000213815	ACP5	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14379	Q05117	Mmus_ENSMUST00000217643	ACP5	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14380	O70433	Mmus_ENSMUST00000008280	FHL2	four and a half LIM domains protein 2
K14380	O70433	Mmus_ENSMUST00000185893	FHL2	four and a half LIM domains protein 2
K14381	Q64337	Mmus_ENSMUST00000015981	SQSTM1	sequestosome 1
