Ocupat_v02_G000001.t0	Ocupat_v02_G000001
Ocupat_v02_G021160.t0	Ocupat_v02_G021160
Ocupat_v02_G021162.t0	Ocupat_v02_G021162
Ocupat_v02_G021163.t0	Ocupat_v02_G021163
Ocupat_v02_G021164.t0	Ocupat_v02_G021164
Ocupat_v02_G021166.t0	Ocupat_v02_G021166
Ocupat_v02_G021167.t0	Ocupat_v02_G021167
Ocupat_v02_G021168.t0	Ocupat_v02_G021168
Ocupat_v02_G021169.t0	Ocupat_v02_G021169
Ocupat_v02_G021170.t0	Ocupat_v02_G021170
Ocupat_v02_G021171.t0	Ocupat_v02_G021171
Ocupat_v02_G021172.t0	Ocupat_v02_G021172
Ocupat_v02_G021173.t0	Ocupat_v02_G021173
Ocupat_v02_G021175.t0	Ocupat_v02_G021175
Ocupat_v02_G021176.t0	Ocupat_v02_G021176
Ocupat_v02_G021177.t0	Ocupat_v02_G021177
Ocupat_v02_G021178.t0	Ocupat_v02_G021178
Ocupat_v02_G021180.t0	Ocupat_v02_G021180
Ocupat_v02_G021181.t0	Ocupat_v02_G021181
Ocupat_v02_G021182.t0	Ocupat_v02_G021182
Ocupat_v02_G021183.t0	Ocupat_v02_G021183
Ocupat_v02_G021184.t0	Ocupat_v02_G021184
Ocupat_v02_G021185.t0	Ocupat_v02_G021185
Ocupat_v02_G021186.t0	Ocupat_v02_G021186
Ocupat_v02_G021187.t0	Ocupat_v02_G021187
Ocupat_v02_G021188.t0	Ocupat_v02_G021188
Ocupat_v02_G021192.t0	Ocupat_v02_G021192
Ocupat_v02_G021193.t0	Ocupat_v02_G021193
Ocupat_v02_G021194.t0	Ocupat_v02_G021194
Ocupat_v02_G021195.t0	Ocupat_v02_G021195
Ocupat_v02_G021197.t0	Ocupat_v02_G021197
Ocupat_v02_G021198.t0	Ocupat_v02_G021198
Ocupat_v02_G021200.t0	Ocupat_v02_G021200
Ocupat_v02_G021201.t0	Ocupat_v02_G021201
Ocupat_v02_G021202.t0	Ocupat_v02_G021202
Ocupat_v02_G021203.t0	Ocupat_v02_G021203
Ocupat_v02_G021204.t0	Ocupat_v02_G021204
Ocupat_v02_G021205.t0	Ocupat_v02_G021205
Ocupat_v02_G021206.t0	Ocupat_v02_G021206
Ocupat_v02_G021207.t0	Ocupat_v02_G021207
Ocupat_v02_G021208.t0	Ocupat_v02_G021208
Ocupat_v02_G021209.t0	Ocupat_v02_G021209
Ocupat_v02_G021210.t0	Ocupat_v02_G021210
Ocupat_v02_G021211.t0	Ocupat_v02_G021211
Ocupat_v02_G021212.t0	Ocupat_v02_G021212
Ocupat_v02_G021213.t0	Ocupat_v02_G021213
Ocupat_v02_G021214.t0	Ocupat_v02_G021214
Ocupat_v02_G021214.t1	Ocupat_v02_G021214
Ocupat_v02_G021214.t2	Ocupat_v02_G021214
Ocupat_v02_G021215.t0	Ocupat_v02_G021215
Ocupat_v02_G021216.t0	Ocupat_v02_G021216
Ocupat_v02_G021217.t0	Ocupat_v02_G021217
Ocupat_v02_G021218.t0	Ocupat_v02_G021218
Ocupat_v02_G021219.t0	Ocupat_v02_G021219
Ocupat_v02_G021220.t0	Ocupat_v02_G021220
Ocupat_v02_G021220.t1	Ocupat_v02_G021220
Ocupat_v02_G021220.t2	Ocupat_v02_G021220
Ocupat_v02_G021220.t3	Ocupat_v02_G021220
Ocupat_v02_G021222.t0	Ocupat_v02_G021222
Ocupat_v02_G021223.t0	Ocupat_v02_G021223
Ocupat_v02_G021224.t0	Ocupat_v02_G021224
Ocupat_v02_G021225.t0	Ocupat_v02_G021225
Ocupat_v02_G021226.t0	Ocupat_v02_G021226
Ocupat_v02_G021227.t0	Ocupat_v02_G021227
Ocupat_v02_G021228.t0	Ocupat_v02_G021228
Ocupat_v02_G021229.t0	Ocupat_v02_G021229
Ocupat_v02_G021230.t0	Ocupat_v02_G021230
Ocupat_v02_G021230.t1	Ocupat_v02_G021230
Ocupat_v02_G021231.t0	Ocupat_v02_G021231
Ocupat_v02_G021232.t0	Ocupat_v02_G021232
Ocupat_v02_G021233.t0	Ocupat_v02_G021233
Ocupat_v02_G021234.t0	Ocupat_v02_G021234
Ocupat_v02_G021235.t0	Ocupat_v02_G021235
Ocupat_v02_G021236.t0	Ocupat_v02_G021236
Ocupat_v02_G021237.t0	Ocupat_v02_G021237
Ocupat_v02_G021238.t0	Ocupat_v02_G021238
Ocupat_v02_G021239.t0	Ocupat_v02_G021239
Ocupat_v02_G021239.t1	Ocupat_v02_G021239
Ocupat_v02_G021240.t0	Ocupat_v02_G021240
Ocupat_v02_G021241.t0	Ocupat_v02_G021241
Ocupat_v02_G021242.t0	Ocupat_v02_G021242
Ocupat_v02_G021243.t0	Ocupat_v02_G021243
Ocupat_v02_G021244.t0	Ocupat_v02_G021244
Ocupat_v02_G021246.t0	Ocupat_v02_G021246
Ocupat_v02_G021247.t0	Ocupat_v02_G021247
Ocupat_v02_G021248.t0	Ocupat_v02_G021248
Ocupat_v02_G021249.t0	Ocupat_v02_G021249
Ocupat_v02_G021250.t0	Ocupat_v02_G021250
Ocupat_v02_G021251.t0	Ocupat_v02_G021251
Ocupat_v02_G021252.t0	Ocupat_v02_G021252
Ocupat_v02_G021254.t0	Ocupat_v02_G021254
Ocupat_v02_G021255.t0	Ocupat_v02_G021255
Ocupat_v02_G021255.t1	Ocupat_v02_G021255
Ocupat_v02_G021256.t0	Ocupat_v02_G021256
Ocupat_v02_G021257.t0	Ocupat_v02_G021257
Ocupat_v02_G021258.t0	Ocupat_v02_G021258
Ocupat_v02_G021258.t1	Ocupat_v02_G021258
Ocupat_v02_G021259.t0	Ocupat_v02_G021259
Ocupat_v02_G021260.t0	Ocupat_v02_G021260
Ocupat_v02_G021261.t0	Ocupat_v02_G021261
Ocupat_v02_G021261.t1	Ocupat_v02_G021261
Ocupat_v02_G021261.t2	Ocupat_v02_G021261
Ocupat_v02_G021263.t0	Ocupat_v02_G021263
Ocupat_v02_G021264.t0	Ocupat_v02_G021264
Ocupat_v02_G021265.t0	Ocupat_v02_G021265
Ocupat_v02_G021266.t0	Ocupat_v02_G021266
Ocupat_v02_G021266.t1	Ocupat_v02_G021266
Ocupat_v02_G021267.t0	Ocupat_v02_G021267
Ocupat_v02_G021269.t0	Ocupat_v02_G021269
Ocupat_v02_G021270.t0	Ocupat_v02_G021270
Ocupat_v02_G021271.t0	Ocupat_v02_G021271
Ocupat_v02_G021271.t1	Ocupat_v02_G021271
Ocupat_v02_G021272.t0	Ocupat_v02_G021272
Ocupat_v02_G021273.t0	Ocupat_v02_G021273
Ocupat_v02_G021274.t0	Ocupat_v02_G021274
Ocupat_v02_G021275.t0	Ocupat_v02_G021275
Ocupat_v02_G021276.t0	Ocupat_v02_G021276
Ocupat_v02_G021276.t1	Ocupat_v02_G021276
Ocupat_v02_G021277.t0	Ocupat_v02_G021277
Ocupat_v02_G021278.t0	Ocupat_v02_G021278
Ocupat_v02_G021279.t0	Ocupat_v02_G021279
Ocupat_v02_G021279.t1	Ocupat_v02_G021279
Ocupat_v02_G021280.t0	Ocupat_v02_G021280
Ocupat_v02_G021281.t0	Ocupat_v02_G021281
Ocupat_v02_G021282.t0	Ocupat_v02_G021282
Ocupat_v02_G021285.t0	Ocupat_v02_G021285
Ocupat_v02_G021287.t0	Ocupat_v02_G021287
Ocupat_v02_G021288.t0	Ocupat_v02_G021288
Ocupat_v02_G021289.t0	Ocupat_v02_G021289
Ocupat_v02_G021290.t0	Ocupat_v02_G021290
Ocupat_v02_G021290.t1	Ocupat_v02_G021290
Ocupat_v02_G021291.t0	Ocupat_v02_G021291
Ocupat_v02_G021292.t0	Ocupat_v02_G021292
Ocupat_v02_G021292.t1	Ocupat_v02_G021292
Ocupat_v02_G021292.t2	Ocupat_v02_G021292
Ocupat_v02_G021293.t0	Ocupat_v02_G021293
Ocupat_v02_G021294.t0	Ocupat_v02_G021294
Ocupat_v02_G021294.t1	Ocupat_v02_G021294
Ocupat_v02_G021295.t0	Ocupat_v02_G021295
Ocupat_v02_G021295.t1	Ocupat_v02_G021295
Ocupat_v02_G021295.t2	Ocupat_v02_G021295
Ocupat_v02_G021296.t0	Ocupat_v02_G021296
Ocupat_v02_G021297.t0	Ocupat_v02_G021297
Ocupat_v02_G021298.t0	Ocupat_v02_G021298
Ocupat_v02_G021299.t0	Ocupat_v02_G021299
Ocupat_v02_G021302.t0	Ocupat_v02_G021302
Ocupat_v02_G021303.t0	Ocupat_v02_G021303
Ocupat_v02_G021304.t0	Ocupat_v02_G021304
Ocupat_v02_G021306.t0	Ocupat_v02_G021306
Ocupat_v02_G021307.t0	Ocupat_v02_G021307
Ocupat_v02_G021308.t0	Ocupat_v02_G021308
Ocupat_v02_G021308.t1	Ocupat_v02_G021308
Ocupat_v02_G021309.t0	Ocupat_v02_G021309
Ocupat_v02_G021310.t0	Ocupat_v02_G021310
Ocupat_v02_G021311.t0	Ocupat_v02_G021311
Ocupat_v02_G021312.t0	Ocupat_v02_G021312
Ocupat_v02_G021313.t0	Ocupat_v02_G021313
Ocupat_v02_G021314.t0	Ocupat_v02_G021314
Ocupat_v02_G021315.t0	Ocupat_v02_G021315
Ocupat_v02_G021316.t0	Ocupat_v02_G021316
Ocupat_v02_G021317.t0	Ocupat_v02_G021317
Ocupat_v02_G021317.t1	Ocupat_v02_G021317
Ocupat_v02_G021317.t2	Ocupat_v02_G021317
Ocupat_v02_G021317.t3	Ocupat_v02_G021317
Ocupat_v02_G021317.t4	Ocupat_v02_G021317
Ocupat_v02_G021318.t0	Ocupat_v02_G021318
Ocupat_v02_G021318.t1	Ocupat_v02_G021318
Ocupat_v02_G021320.t0	Ocupat_v02_G021320
Ocupat_v02_G021321.t0	Ocupat_v02_G021321
Ocupat_v02_G021322.t0	Ocupat_v02_G021322
Ocupat_v02_G021323.t0	Ocupat_v02_G021323
Ocupat_v02_G021324.t0	Ocupat_v02_G021324
Ocupat_v02_G021324.t1	Ocupat_v02_G021324
Ocupat_v02_G021325.t0	Ocupat_v02_G021325
Ocupat_v02_G021326.t0	Ocupat_v02_G021326
Ocupat_v02_G021327.t0	Ocupat_v02_G021327
Ocupat_v02_G021328.t0	Ocupat_v02_G021328
Ocupat_v02_G021329.t0	Ocupat_v02_G021329
Ocupat_v02_G021331.t0	Ocupat_v02_G021331
Ocupat_v02_G021332.t0	Ocupat_v02_G021332
Ocupat_v02_G021333.t0	Ocupat_v02_G021333
Ocupat_v02_G021334.t0	Ocupat_v02_G021334
Ocupat_v02_G021335.t0	Ocupat_v02_G021335
Ocupat_v02_G021336.t0	Ocupat_v02_G021336
Ocupat_v02_G021337.t0	Ocupat_v02_G021337
Ocupat_v02_G021338.t0	Ocupat_v02_G021338
Ocupat_v02_G021338.t1	Ocupat_v02_G021338
Ocupat_v02_G021339.t0	Ocupat_v02_G021339
Ocupat_v02_G021340.t0	Ocupat_v02_G021340
Ocupat_v02_G021341.t0	Ocupat_v02_G021341
Ocupat_v02_G021342.t0	Ocupat_v02_G021342
Ocupat_v02_G021349.t0	Ocupat_v02_G021349
Ocupat_v02_G021352.t0	Ocupat_v02_G021352
Ocupat_v02_G021353.t0	Ocupat_v02_G021353
Ocupat_v02_G021354.t0	Ocupat_v02_G021354
Ocupat_v02_G021355.t0	Ocupat_v02_G021355
Ocupat_v02_G021356.t0	Ocupat_v02_G021356
Ocupat_v02_G021357.t0	Ocupat_v02_G021357
Ocupat_v02_G021358.t0	Ocupat_v02_G021358
Ocupat_v02_G021359.t0	Ocupat_v02_G021359
Ocupat_v02_G021360.t0	Ocupat_v02_G021360
Ocupat_v02_G021361.t0	Ocupat_v02_G021361
Ocupat_v02_G021362.t0	Ocupat_v02_G021362
Ocupat_v02_G021362.t1	Ocupat_v02_G021362
Ocupat_v02_G021363.t0	Ocupat_v02_G021363
Ocupat_v02_G021363.t1	Ocupat_v02_G021363
Ocupat_v02_G021365.t0	Ocupat_v02_G021365
Ocupat_v02_G021366.t0	Ocupat_v02_G021366
Ocupat_v02_G021367.t0	Ocupat_v02_G021367
Ocupat_v02_G021368.t0	Ocupat_v02_G021368
Ocupat_v02_G021370.t0	Ocupat_v02_G021370
Ocupat_v02_G021371.t0	Ocupat_v02_G021371
Ocupat_v02_G021372.t0	Ocupat_v02_G021372
Ocupat_v02_G021373.t0	Ocupat_v02_G021373
Ocupat_v02_G021374.t0	Ocupat_v02_G021374
Ocupat_v02_G021375.t0	Ocupat_v02_G021375
Ocupat_v02_G021376.t0	Ocupat_v02_G021376
Ocupat_v02_G021377.t0	Ocupat_v02_G021377
Ocupat_v02_G021377.t1	Ocupat_v02_G021377
Ocupat_v02_G021378.t0	Ocupat_v02_G021378
Ocupat_v02_G021379.t0	Ocupat_v02_G021379
Ocupat_v02_G021380.t0	Ocupat_v02_G021380
Ocupat_v02_G021381.t0	Ocupat_v02_G021381
Ocupat_v02_G021381.t1	Ocupat_v02_G021381
Ocupat_v02_G021382.t0	Ocupat_v02_G021382
Ocupat_v02_G021382.t1	Ocupat_v02_G021382
Ocupat_v02_G021383.t0	Ocupat_v02_G021383
Ocupat_v02_G021383.t1	Ocupat_v02_G021383
Ocupat_v02_G021384.t0	Ocupat_v02_G021384
Ocupat_v02_G021384.t1	Ocupat_v02_G021384
Ocupat_v02_G021386.t0	Ocupat_v02_G021386
Ocupat_v02_G021387.t0	Ocupat_v02_G021387
Ocupat_v02_G021387.t1	Ocupat_v02_G021387
Ocupat_v02_G021387.t2	Ocupat_v02_G021387
Ocupat_v02_G021389.t0	Ocupat_v02_G021389
Ocupat_v02_G021390.t0	Ocupat_v02_G021390
Ocupat_v02_G021392.t0	Ocupat_v02_G021392
Ocupat_v02_G021393.t0	Ocupat_v02_G021393
Ocupat_v02_G021393.t1	Ocupat_v02_G021393
Ocupat_v02_G021393.t2	Ocupat_v02_G021393
Ocupat_v02_G021394.t0	Ocupat_v02_G021394
Ocupat_v02_G021395.t0	Ocupat_v02_G021395
Ocupat_v02_G021396.t0	Ocupat_v02_G021396
Ocupat_v02_G021397.t0	Ocupat_v02_G021397
Ocupat_v02_G021398.t0	Ocupat_v02_G021398
Ocupat_v02_G021399.t0	Ocupat_v02_G021399
Ocupat_v02_G021399.t1	Ocupat_v02_G021399
Ocupat_v02_G021399.t2	Ocupat_v02_G021399
Ocupat_v02_G021399.t3	Ocupat_v02_G021399
Ocupat_v02_G021399.t4	Ocupat_v02_G021399
Ocupat_v02_G021400.t0	Ocupat_v02_G021400
Ocupat_v02_G021402.t0	Ocupat_v02_G021402
Ocupat_v02_G021402.t1	Ocupat_v02_G021402
Ocupat_v02_G021402.t2	Ocupat_v02_G021402
Ocupat_v02_G021403.t0	Ocupat_v02_G021403
Ocupat_v02_G021403.t1	Ocupat_v02_G021403
Ocupat_v02_G021403.t2	Ocupat_v02_G021403
Ocupat_v02_G021403.t3	Ocupat_v02_G021403
Ocupat_v02_G021403.t4	Ocupat_v02_G021403
Ocupat_v02_G021404.t0	Ocupat_v02_G021404
Ocupat_v02_G021405.t0	Ocupat_v02_G021405
Ocupat_v02_G021407.t0	Ocupat_v02_G021407
Ocupat_v02_G021408.t0	Ocupat_v02_G021408
Ocupat_v02_G021409.t0	Ocupat_v02_G021409
Ocupat_v02_G021409.t1	Ocupat_v02_G021409
Ocupat_v02_G021410.t0	Ocupat_v02_G021410
Ocupat_v02_G021412.t0	Ocupat_v02_G021412
Ocupat_v02_G021413.t0	Ocupat_v02_G021413
Ocupat_v02_G021414.t0	Ocupat_v02_G021414
Ocupat_v02_G021415.t0	Ocupat_v02_G021415
Ocupat_v02_G021416.t0	Ocupat_v02_G021416
Ocupat_v02_G021417.t0	Ocupat_v02_G021417
Ocupat_v02_G021418.t0	Ocupat_v02_G021418
Ocupat_v02_G021419.t0	Ocupat_v02_G021419
Ocupat_v02_G021420.t0	Ocupat_v02_G021420
Ocupat_v02_G021421.t0	Ocupat_v02_G021421
Ocupat_v02_G021422.t0	Ocupat_v02_G021422
Ocupat_v02_G021423.t0	Ocupat_v02_G021423
Ocupat_v02_G021424.t0	Ocupat_v02_G021424
Ocupat_v02_G021425.t0	Ocupat_v02_G021425
Ocupat_v02_G021425.t1	Ocupat_v02_G021425
Ocupat_v02_G021426.t0	Ocupat_v02_G021426
Ocupat_v02_G021427.t0	Ocupat_v02_G021427
Ocupat_v02_G021428.t0	Ocupat_v02_G021428
Ocupat_v02_G021429.t0	Ocupat_v02_G021429
Ocupat_v02_G021430.t0	Ocupat_v02_G021430
Ocupat_v02_G021432.t0	Ocupat_v02_G021432
Ocupat_v02_G021433.t0	Ocupat_v02_G021433
Ocupat_v02_G021433.t1	Ocupat_v02_G021433
Ocupat_v02_G021434.t0	Ocupat_v02_G021434
Ocupat_v02_G021436.t0	Ocupat_v02_G021436
Ocupat_v02_G021437.t0	Ocupat_v02_G021437
Ocupat_v02_G021438.t0	Ocupat_v02_G021438
Ocupat_v02_G021439.t0	Ocupat_v02_G021439
Ocupat_v02_G021441.t0	Ocupat_v02_G021441
Ocupat_v02_G021442.t0	Ocupat_v02_G021442
Ocupat_v02_G021443.t0	Ocupat_v02_G021443
Ocupat_v02_G021444.t0	Ocupat_v02_G021444
Ocupat_v02_G021444.t1	Ocupat_v02_G021444
Ocupat_v02_G021444.t2	Ocupat_v02_G021444
Ocupat_v02_G021444.t3	Ocupat_v02_G021444
Ocupat_v02_G021445.t0	Ocupat_v02_G021445
Ocupat_v02_G021446.t0	Ocupat_v02_G021446
Ocupat_v02_G021447.t0	Ocupat_v02_G021447
Ocupat_v02_G021448.t0	Ocupat_v02_G021448
Ocupat_v02_G021449.t0	Ocupat_v02_G021449
Ocupat_v02_G021449.t1	Ocupat_v02_G021449
Ocupat_v02_G021450.t0	Ocupat_v02_G021450
Ocupat_v02_G021451.t0	Ocupat_v02_G021451
Ocupat_v02_G021452.t0	Ocupat_v02_G021452
Ocupat_v02_G021453.t0	Ocupat_v02_G021453
Ocupat_v02_G021454.t0	Ocupat_v02_G021454
Ocupat_v02_G021455.t0	Ocupat_v02_G021455
Ocupat_v02_G021456.t0	Ocupat_v02_G021456
Ocupat_v02_G021457.t0	Ocupat_v02_G021457
Ocupat_v02_G021458.t0	Ocupat_v02_G021458
Ocupat_v02_G021459.t0	Ocupat_v02_G021459
Ocupat_v02_G021460.t0	Ocupat_v02_G021460
Ocupat_v02_G021461.t0	Ocupat_v02_G021461
Ocupat_v02_G021462.t0	Ocupat_v02_G021462
Ocupat_v02_G021463.t0	Ocupat_v02_G021463
Ocupat_v02_G021464.t0	Ocupat_v02_G021464
Ocupat_v02_G021465.t0	Ocupat_v02_G021465
Ocupat_v02_G021466.t0	Ocupat_v02_G021466
Ocupat_v02_G021467.t0	Ocupat_v02_G021467
Ocupat_v02_G021468.t0	Ocupat_v02_G021468
Ocupat_v02_G021469.t0	Ocupat_v02_G021469
Ocupat_v02_G021470.t0	Ocupat_v02_G021470
Ocupat_v02_G021471.t0	Ocupat_v02_G021471
Ocupat_v02_G021472.t0	Ocupat_v02_G021472
Ocupat_v02_G021472.t1	Ocupat_v02_G021472
Ocupat_v02_G021473.t0	Ocupat_v02_G021473
Ocupat_v02_G021474.t0	Ocupat_v02_G021474
Ocupat_v02_G021476.t0	Ocupat_v02_G021476
Ocupat_v02_G021477.t0	Ocupat_v02_G021477
Ocupat_v02_G021478.t0	Ocupat_v02_G021478
Ocupat_v02_G021479.t0	Ocupat_v02_G021479
Ocupat_v02_G021482.t0	Ocupat_v02_G021482
Ocupat_v02_G021483.t0	Ocupat_v02_G021483
Ocupat_v02_G021484.t0	Ocupat_v02_G021484
Ocupat_v02_G021485.t0	Ocupat_v02_G021485
Ocupat_v02_G021486.t0	Ocupat_v02_G021486
Ocupat_v02_G021487.t0	Ocupat_v02_G021487
Ocupat_v02_G021488.t0	Ocupat_v02_G021488
Ocupat_v02_G021489.t0	Ocupat_v02_G021489
Ocupat_v02_G021489.t1	Ocupat_v02_G021489
Ocupat_v02_G021489.t2	Ocupat_v02_G021489
Ocupat_v02_G021490.t0	Ocupat_v02_G021490
Ocupat_v02_G021491.t0	Ocupat_v02_G021491
Ocupat_v02_G021492.t0	Ocupat_v02_G021492
Ocupat_v02_G021492.t1	Ocupat_v02_G021492
Ocupat_v02_G021493.t0	Ocupat_v02_G021493
Ocupat_v02_G021494.t0	Ocupat_v02_G021494
Ocupat_v02_G021495.t0	Ocupat_v02_G021495
Ocupat_v02_G021496.t0	Ocupat_v02_G021496
Ocupat_v02_G021496.t1	Ocupat_v02_G021496
Ocupat_v02_G021497.t0	Ocupat_v02_G021497
Ocupat_v02_G021498.t0	Ocupat_v02_G021498
Ocupat_v02_G021498.t1	Ocupat_v02_G021498
Ocupat_v02_G021499.t0	Ocupat_v02_G021499
Ocupat_v02_G021500.t0	Ocupat_v02_G021500
Ocupat_v02_G021501.t0	Ocupat_v02_G021501
Ocupat_v02_G021502.t0	Ocupat_v02_G021502
Ocupat_v02_G021503.t0	Ocupat_v02_G021503
Ocupat_v02_G021504.t0	Ocupat_v02_G021504
Ocupat_v02_G021505.t0	Ocupat_v02_G021505
Ocupat_v02_G021505.t1	Ocupat_v02_G021505
Ocupat_v02_G021506.t0	Ocupat_v02_G021506
Ocupat_v02_G021506.t1	Ocupat_v02_G021506
Ocupat_v02_G021507.t0	Ocupat_v02_G021507
Ocupat_v02_G021508.t0	Ocupat_v02_G021508
Ocupat_v02_G021509.t0	Ocupat_v02_G021509
Ocupat_v02_G021510.t0	Ocupat_v02_G021510
Ocupat_v02_G021511.t0	Ocupat_v02_G021511
Ocupat_v02_G021512.t0	Ocupat_v02_G021512
Ocupat_v02_G021513.t0	Ocupat_v02_G021513
Ocupat_v02_G021514.t0	Ocupat_v02_G021514
Ocupat_v02_G021515.t0	Ocupat_v02_G021515
Ocupat_v02_G021516.t0	Ocupat_v02_G021516
Ocupat_v02_G021517.t0	Ocupat_v02_G021517
Ocupat_v02_G021518.t0	Ocupat_v02_G021518
Ocupat_v02_G021519.t0	Ocupat_v02_G021519
Ocupat_v02_G021519.t1	Ocupat_v02_G021519
Ocupat_v02_G021520.t0	Ocupat_v02_G021520
Ocupat_v02_G021521.t0	Ocupat_v02_G021521
Ocupat_v02_G021522.t0	Ocupat_v02_G021522
Ocupat_v02_G021523.t0	Ocupat_v02_G021523
Ocupat_v02_G021525.t0	Ocupat_v02_G021525
Ocupat_v02_G021525.t1	Ocupat_v02_G021525
Ocupat_v02_G021526.t0	Ocupat_v02_G021526
Ocupat_v02_G021527.t0	Ocupat_v02_G021527
Ocupat_v02_G021528.t0	Ocupat_v02_G021528
Ocupat_v02_G021528.t1	Ocupat_v02_G021528
Ocupat_v02_G021529.t0	Ocupat_v02_G021529
Ocupat_v02_G021530.t0	Ocupat_v02_G021530
Ocupat_v02_G021531.t0	Ocupat_v02_G021531
Ocupat_v02_G021532.t0	Ocupat_v02_G021532
Ocupat_v02_G021533.t0	Ocupat_v02_G021533
Ocupat_v02_G021534.t0	Ocupat_v02_G021534
Ocupat_v02_G021534.t1	Ocupat_v02_G021534
Ocupat_v02_G021535.t0	Ocupat_v02_G021535
Ocupat_v02_G021537.t0	Ocupat_v02_G021537
Ocupat_v02_G021539.t0	Ocupat_v02_G021539
Ocupat_v02_G021539.t1	Ocupat_v02_G021539
Ocupat_v02_G021539.t2	Ocupat_v02_G021539
Ocupat_v02_G021542.t0	Ocupat_v02_G021542
Ocupat_v02_G021543.t0	Ocupat_v02_G021543
Ocupat_v02_G021544.t0	Ocupat_v02_G021544
Ocupat_v02_G021545.t0	Ocupat_v02_G021545
Ocupat_v02_G021546.t0	Ocupat_v02_G021546
Ocupat_v02_G021547.t0	Ocupat_v02_G021547
Ocupat_v02_G021548.t0	Ocupat_v02_G021548
Ocupat_v02_G021549.t0	Ocupat_v02_G021549
Ocupat_v02_G021550.t0	Ocupat_v02_G021550
Ocupat_v02_G021551.t0	Ocupat_v02_G021551
Ocupat_v02_G021552.t0	Ocupat_v02_G021552
Ocupat_v02_G021553.t0	Ocupat_v02_G021553
Ocupat_v02_G021553.t1	Ocupat_v02_G021553
Ocupat_v02_G021554.t0	Ocupat_v02_G021554
Ocupat_v02_G021555.t0	Ocupat_v02_G021555
Ocupat_v02_G021556.t0	Ocupat_v02_G021556
Ocupat_v02_G021556.t1	Ocupat_v02_G021556
Ocupat_v02_G021557.t0	Ocupat_v02_G021557
Ocupat_v02_G021558.t0	Ocupat_v02_G021558
Ocupat_v02_G021559.t0	Ocupat_v02_G021559
Ocupat_v02_G021561.t0	Ocupat_v02_G021561
Ocupat_v02_G021562.t0	Ocupat_v02_G021562
Ocupat_v02_G021562.t1	Ocupat_v02_G021562
Ocupat_v02_G021563.t0	Ocupat_v02_G021563
Ocupat_v02_G021564.t0	Ocupat_v02_G021564
Ocupat_v02_G021566.t0	Ocupat_v02_G021566
Ocupat_v02_G021567.t0	Ocupat_v02_G021567
Ocupat_v02_G021570.t0	Ocupat_v02_G021570
Ocupat_v02_G021571.t0	Ocupat_v02_G021571
Ocupat_v02_G021572.t0	Ocupat_v02_G021572
Ocupat_v02_G021573.t0	Ocupat_v02_G021573
Ocupat_v02_G021574.t0	Ocupat_v02_G021574
Ocupat_v02_G021575.t0	Ocupat_v02_G021575
Ocupat_v02_G021576.t0	Ocupat_v02_G021576
Ocupat_v02_G021577.t0	Ocupat_v02_G021577
Ocupat_v02_G021578.t0	Ocupat_v02_G021578
Ocupat_v02_G021579.t0	Ocupat_v02_G021579
Ocupat_v02_G021580.t0	Ocupat_v02_G021580
Ocupat_v02_G021582.t0	Ocupat_v02_G021582
Ocupat_v02_G021583.t0	Ocupat_v02_G021583
Ocupat_v02_G021584.t0	Ocupat_v02_G021584
Ocupat_v02_G021585.t0	Ocupat_v02_G021585
Ocupat_v02_G021586.t0	Ocupat_v02_G021586
Ocupat_v02_G021587.t0	Ocupat_v02_G021587
Ocupat_v02_G021587.t1	Ocupat_v02_G021587
Ocupat_v02_G021588.t0	Ocupat_v02_G021588
Ocupat_v02_G021589.t0	Ocupat_v02_G021589
Ocupat_v02_G021589.t1	Ocupat_v02_G021589
Ocupat_v02_G021589.t2	Ocupat_v02_G021589
Ocupat_v02_G021589.t3	Ocupat_v02_G021589
Ocupat_v02_G021589.t4	Ocupat_v02_G021589
Ocupat_v02_G021591.t0	Ocupat_v02_G021591
Ocupat_v02_G021592.t0	Ocupat_v02_G021592
Ocupat_v02_G021592.t1	Ocupat_v02_G021592
Ocupat_v02_G021593.t0	Ocupat_v02_G021593
Ocupat_v02_G021594.t0	Ocupat_v02_G021594
Ocupat_v02_G021595.t0	Ocupat_v02_G021595
Ocupat_v02_G021595.t1	Ocupat_v02_G021595
Ocupat_v02_G021596.t0	Ocupat_v02_G021596
Ocupat_v02_G021596.t1	Ocupat_v02_G021596
Ocupat_v02_G021596.t2	Ocupat_v02_G021596
Ocupat_v02_G021597.t0	Ocupat_v02_G021597
Ocupat_v02_G021598.t0	Ocupat_v02_G021598
Ocupat_v02_G021600.t0	Ocupat_v02_G021600
Ocupat_v02_G021601.t0	Ocupat_v02_G021601
Ocupat_v02_G021602.t0	Ocupat_v02_G021602
Ocupat_v02_G021602.t1	Ocupat_v02_G021602
Ocupat_v02_G021602.t2	Ocupat_v02_G021602
Ocupat_v02_G021605.t0	Ocupat_v02_G021605
Ocupat_v02_G021606.t0	Ocupat_v02_G021606
Ocupat_v02_G021607.t0	Ocupat_v02_G021607
Ocupat_v02_G021608.t0	Ocupat_v02_G021608
Ocupat_v02_G021609.t0	Ocupat_v02_G021609
Ocupat_v02_G021610.t0	Ocupat_v02_G021610
Ocupat_v02_G021610.t1	Ocupat_v02_G021610
Ocupat_v02_G021611.t0	Ocupat_v02_G021611
Ocupat_v02_G021613.t0	Ocupat_v02_G021613
