Exapal_XM_021036134.2		
Exapal_XM_021036135.2	methionine_sulfoxide_reductase_B2	SelR/
Exapal_XM_021055928.2	relaxin_family_peptide_receptor_1	MAM/MAM/CUB/LRR_8/LRR_8/LRR_8/7tm_1/
Exapal_XM_021055930.2	F_box_and_leucine_rich_repeat_protein_12	F-box-like/
Exapal_XM_021055932.2	melatonin_receptor_1A	7tm_1/
Exapal_XM_021055934.2	acid_sensing_ion_channel_subunit_1	ASC/
Exapal_XM_021055940.2	THAP_domain_containing_2	THAP/
Exapal_XM_021055941.2	kelch_like_family_member_12	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
Exapal_XM_021055942.2	DEAD_box_helicase_54	DEAD/Helicase_C/DBP10CT/
Exapal_XM_021055943.2	mitogen_activated_protein_kinase_10	Pkinase/
Exapal_XM_021055945.2	G2_M_phase_specific_E3_ubiquitin_protein_ligase	zf-HC5HC2H/
Exapal_XM_021055946.2	EPH_receptor_A8	SAM_1/
Exapal_XM_021055947.2		
Exapal_XM_021055948.2	peroxidasin_like	I-set/Ig_3/Ig_3/TLD/
Exapal_XM_021055949.2	FAT_atypical_cadherin_4	Cadherin/Cadherin/Cadherin/
Exapal_XM_021055952.2	cadherin_related_23	Cadherin/Cadherin/Cadherin/
Exapal_XM_021055953.2	DnaJ_heat_shock_protein_family_Hsp40_member_B12	DnaJ/DUF1977/
Exapal_XM_021055954.2	Rac_family_small_GTPase_1	Ras/
Exapal_XM_021055955.2	ANTXR_cell_adhesion_molecule_2	
Exapal_XM_021055956.2	RB_binding_protein_8_endonuclease	SAE2/
Exapal_XM_021055957.1		CMD/
Exapal_XM_021055958.2		
Exapal_XM_021055960.2	potassium_voltage_gated_channel_subfamily_A_member_4	BTB_2/Ion_trans/
Exapal_XM_021055961.2	enoyl_CoA_hydratase_domain_containing_2	ECH_1/
Exapal_XM_021055962.2	glutamate_ionotropic_receptor_kainate_type_subunit_2	Lig_chan-Glu_bd/Lig_chan/
Exapal_XM_021055963.2		Tim29/
Exapal_XM_021055964.2	translation_machinery_associated_16_homolog	Tma16/
Exapal_XM_021055965.2	glutamate_metabotropic_receptor_2	ANF_receptor/7tm_3/
Exapal_XM_021055967.2	coagulation_factor_V	F5_F8_type_C/F5_F8_type_C/
Exapal_XM_021055969.1	serine_incorporator_1	Serinc/
Exapal_XM_021055970.2	dopamine_receptor_D1	7tm_1/
Exapal_XM_021055972.2	hemicentin_1	TSP_1/
Exapal_XM_021055974.2	FKBP_prolyl_isomerase_14	FKBP_C/EF-hand_7/
Exapal_XM_021055975.2	cyclase_associated_actin_cytoskeleton_regulatory_protein_2	CAP_C/
Exapal_XM_021055976.2		EGF/EGF/EGF/
Exapal_XM_021055977.2	minichromosome_maintenance_10_replication_initiation_factor	zf-primase/Mcm10/
Exapal_XM_021055978.2	protein_tyrosine_phosphatase_receptor_type_F	F5_F8_type_C/fn3/fn3/fn3/
Exapal_XM_021055979.2		bZIP_1/
Exapal_XM_021055980.2	pre_mRNA_processing_factor_6	PRP1_N/TPR_16/
Exapal_XM_021055981.2		
Exapal_XM_021055982.2	tyrosyl_DNA_phosphodiesterase_2	UBA_4/Exo_endo_phos/
Exapal_XM_021055983.2	melatonin_receptor_1A	7tm_1/
Exapal_XM_021055984.2		
Exapal_XM_021055986.2	F_box_protein_9	F-box-like/
Exapal_XM_021055987.2	adrenoceptor_beta_2	7tm_1/
Exapal_XM_021055988.2	leucine_rich_repeat_containing_9	LRR_8/LRR_8/
Exapal_XM_021055989.1		
Exapal_XM_021055990.2	F_box_and_leucine_rich_repeat_protein_17	F-box-like/LRR_6/LRR_6/LRR_6/
Exapal_XM_021055991.2		CD20/
Exapal_XM_021055992.2	glutamate_ionotropic_receptor_AMPA_type_subunit_4	
Exapal_XM_021055993.2	LDL_receptor_related_protein_6	Ldl_recept_b/Ldl_recept_b/
Exapal_XM_021055994.2	potassium_two_pore_domain_channel_subfamily_K_member_3	Ion_trans_2/Ion_trans_2/
Exapal_XM_021055996.2		
Exapal_XM_021055997.2		
Exapal_XM_021055998.2		MPLKIP/
Exapal_XM_021055999.2	DAZ_interacting_zinc_finger_protein_3	HEPN_DZIP3/
Exapal_XM_021056000.2		
Exapal_XM_021056001.2	adrenoceptor_beta_2	7tm_1/
Exapal_XM_021056002.2	poly_A_binding_protein_cytoplasmic_1	RRM_1/RRM_1/RRM_1/RRM_1/PABP/
Exapal_XM_021056003.2	biogenesis_of_lysosomal_organelles_complex_1_subunit_5	Muted/
Exapal_XM_021056004.2		zf-CCHC/
Exapal_XM_021056005.2		DDE_Tnp_4/
Exapal_XM_021056006.2	multiple_EGF_like_domains_6	EGF_CA/
Exapal_XM_021056008.2	peroxidasin	EGF_CA/EGF_CA/I-set/EGF_CA/EGF_CA/EGF_CA/
Exapal_XM_021056009.1		AtuA/
Exapal_XM_021056010.2	acetylserotonin_O_methyltransferase_like	Dimerisation2/Methyltransf_2/
Exapal_XM_021056011.2	acetylserotonin_O_methyltransferase_like	Methyltransf_2/
Exapal_XM_021056012.2	ring_box_1	zf-rbx1/
Exapal_XM_021056013.2	novel_protein_PPM1B_SLC3A1_readthrough	PP2C/
Exapal_XM_021056014.2	cytoplasmic_FMR1_interacting_protein_2	DUF1394/FragX_IP/
Exapal_XM_021056015.2	mediator_complex_subunit_25	Med25_VWA/Med25/
Exapal_XM_021056016.2	polycystin_2_transient_receptor_potential_cation_channel	PKD_channel/Fer4_24/
Exapal_XM_021056017.2	Kruppel_like_factor_5	zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_021056018.2	Kruppel_like_factor_3	zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_021056019.2	IQ_motif_and_ubiquitin_domain_containing	ubiquitin/
Exapal_XM_021056020.1		
Exapal_XM_021056021.2	T_box_transcription_factor_20	T-box/
Exapal_XM_021056025.2		
Exapal_XM_021056026.2		
Exapal_XM_021056027.2	aminoadipate_semialdehyde_dehydrogenase	AMP-binding/PQQ_2/
Exapal_XM_021056028.2	cubilin	CUB/CUB/CUB/CUB/CUB/CUB/
Exapal_XM_021056030.1		Pam17/
Exapal_XM_021056032.2	acylglycerol_kinase	Tim54/DAGK_cat/
Exapal_XM_021056036.2	neural_cell_adhesion_molecule_1	Ig_2/Ig_3/Ig_3/
Exapal_XM_021056038.2	germ_cell_nuclear_acidic_peptidase	SprT-like/
Exapal_XM_021056039.1	BTG_anti_proliferation_factor_1	BTG/
Exapal_XM_021056041.2	kinesin_family_member_4A	Kinesin/
Exapal_XM_021056042.2		Fic/
Exapal_XM_021056044.2	solute_carrier_family_22_member_15	Sugar_tr/
Exapal_XM_021056045.2	G_protein_coupled_receptor_50	7tm_1/
Exapal_XM_021056047.2	choline_dehydrogenase	GMC_oxred_N/GMC_oxred_C/
Exapal_XM_021056048.2	sidekick_cell_adhesion_molecule_2	fn3/
Exapal_XM_021056049.2	LEM_domain_containing_3	LEM/MSC/
Exapal_XM_021056050.2		
Exapal_XM_021056051.2	caveolin_1	Caveolin/
Exapal_XM_021056052.2	ubiquitin_conjugating_enzyme_E2_A	UQ_con/
Exapal_XM_021056053.2	tudor_domain_containing_3	RMI1_N/
Exapal_XM_021056056.2	inositol_polyphosphate_4_phosphatase_type_I_A	PH/
Exapal_XM_021056058.2	choline_ethanolamine_phosphotransferase_1	CDP-OH_P_transf/
Exapal_XM_021056060.2	ring_finger_protein_14	RWD/IBR/IBR/
Exapal_XM_021056061.2	vesicle_associated_membrane_protein_7	Longin/Synaptobrevin/
Exapal_XM_021056062.2	ubiquitin_like_modifier_activating_enzyme_1	ThiF/E1_FCCH/E1_4HB/ThiF/UBA_e1_thiolCys/E1_UFD/
Exapal_XM_021056063.1	nucleoporin_58	Nucleoporin_FG2/
Exapal_XM_021056064.2	coiled_coil_domain_containing_134	ERK-JNK_inhib/
Exapal_XM_021056065.2	RAB30_member_RAS_oncogene_family	Ras/
Exapal_XM_021056066.2	ALG8_alpha_1_3_glucosyltransferase	Alg6_Alg8/
Exapal_XM_021056067.2	ORC_ubiquitin_ligase_1	zf-C3HC4_2/
Exapal_XM_021056069.2	POU_class_4_homeobox_3	Pou/Homeodomain/
Exapal_XM_021056070.2	heart_and_neural_crest_derivatives_expressed_2	HLH/
Exapal_XM_021056071.2	heart_and_neural_crest_derivatives_expressed_2	HLH/
Exapal_XM_021056072.2	ubiquitin_C_terminal_hydrolase_L3	Peptidase_C12/
Exapal_XM_021056073.2		
Exapal_XM_021056074.2		Lipase_GDSL_2/
Exapal_XM_021056075.2	tryptophan_2_3_dioxygenase	Trp_dioxygenase/
Exapal_XM_021056076.2		
Exapal_XM_021056077.2	aminopeptidase_O_putative	Peptidase_M1/Leuk-A4-hydro_C/
Exapal_XM_021056078.2	tumor_suppressor_2_mitochondrial_calcium_regulator	TUSC2/
Exapal_XM_021056079.2	WD_repeat_domain_18	WD40/WD40/WD40/
Exapal_XM_021056080.2		AF-4/
Exapal_XM_021056081.2	hyaluronan_and_proteoglycan_link_protein_2	Xlink/Lectin_C/
Exapal_XM_021056082.1	follistatin_like_5	SPARC_Ca_bdg/
Exapal_XM_021056084.2	tripeptidyl_peptidase_1	Pro-kuma_activ/Peptidase_S8/
Exapal_XM_021056085.2	ribosomal_RNA_processing_8	Methyltransf_8/
Exapal_XM_021056086.2	ribosomal_protein_S3A	Ribosomal_S3Ae/
Exapal_XM_021056087.2	coenzyme_Q2_polyprenyltransferase	UbiA/
Exapal_XM_021056088.2		
Exapal_XM_021056090.2		
Exapal_XM_021056091.2	zinc_finger_MYND_type_containing_10	zf-MYND/
Exapal_XM_021056092.2	cysteine_rich_with_EGF_like_domains_2	cEGF/EGF/EGF_CA/EGF_CA/FXa_inhibition/EGF_CA/
Exapal_XM_021056096.1	coenzyme_Q2_polyprenyltransferase	UbiA/
Exapal_XM_021056097.2	RNA_polymerase_I_and_III_subunit_D	RNA_pol_L_2/
Exapal_XM_021056098.2	Ras_association_domain_family_member_1	C1_1/RA/
Exapal_XM_021056100.2	storkhead_box_1	Stork_head/
Exapal_XM_021056101.2	RAB33B_member_RAS_oncogene_family	Ras/
Exapal_XM_021056102.2	endoplasmic_reticulum_to_nucleus_signaling_1	Pkinase/Ribonuc_2-5A/
Exapal_XM_021056103.2	cilia_and_flagella_associated_protein_97	KIAA1430/
Exapal_XM_021056106.2	protein_phosphatase_with_EF_hand_domain_2	PPP5/Metallophos/EF-hand_7/
Exapal_XM_021056108.2	TBC1_domain_family_member_4	PID/DUF3350/RabGAP-TBC/
Exapal_XM_021056109.2	glutamate_decarboxylase_2	Pyridoxal_deC/
Exapal_XM_021056110.2		
Exapal_XM_021056111.2	glucosamine_N_acetyl_6_sulfatase	Sulfatase/
Exapal_XM_021056113.2	tRNA_methyltransferase_9B_putative	Methyltransf_11/
Exapal_XM_021056114.2	porcupine_O_acyltransferase	MBOAT/
Exapal_XM_021056115.2		
Exapal_XM_021056116.2		Mab-21/
Exapal_XM_021056117.2		
Exapal_XM_021056118.2	tachykinin_receptor_3	7tm_1/
Exapal_XM_021056119.2	adrenoceptor_beta_3	7tm_1/
Exapal_XM_021056120.2		
Exapal_XM_021056121.2		
Exapal_XM_021056122.1	neuropeptide_FF_receptor_2	7tm_1/
Exapal_XM_021056123.2	tripartite_motif_containing_24	zf-B_box/
Exapal_XM_021056124.2		
Exapal_XM_021056126.1	tripartite_motif_containing_24	zf-B_box/
Exapal_XM_021056127.1	tripartite_motif_containing_24	zf-B_box/
Exapal_XM_021056128.2	tripartite_motif_containing_24	zf-B_box/
Exapal_XM_021056130.2		
Exapal_XM_021056131.2	MYB_proto_oncogene_like_1	Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C/
Exapal_XM_021056133.2	farnesyl_diphosphate_synthase	polyprenyl_synt/
Exapal_XM_021056134.2		
Exapal_XM_021056135.2	BTB_domain_containing_2	BTB/BACK/PHR/PHR/
Exapal_XM_021056136.2	tripartite_motif_containing_33	zf-RING_UBOX/zf-B_box/
Exapal_XM_021056137.2	Bardet_Biedl_syndrome_2	BBS2_N/BBS2_Mid/BBS2_C/
Exapal_XM_021056142.2		
Exapal_XM_021056144.2	CUB_domain_containing_protein_2	ApeC/CUB/
Exapal_XM_021056145.2	endoplasmic_reticulum_to_nucleus_signaling_2	Pkinase/Ribonuc_2-5A/
Exapal_XM_021056146.2	RAB11_family_interacting_protein_3	EF-hand_7/
Exapal_XM_021056147.2	PHD_finger_protein_5A	PHF5/
Exapal_XM_021056148.2	crystallin_mu	OCD_Mu_crystall/
Exapal_XM_021056151.2	chondroitin_sulfate_N_acetylgalactosaminyltransferase_2	CHGN/
Exapal_XM_021056153.2		ApeC/Sushi/
Exapal_XM_021056154.2		
Exapal_XM_021056155.2	actin_related_protein_2_3_complex_subunit_1A	WD40/WD40/WD40/
Exapal_XM_021056159.2	deleted_in_malignant_brain_tumors_1	UPAR_LY6/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/SRCR/SRCR/
Exapal_XM_021056162.2	deleted_in_malignant_brain_tumors_1	SRCR/Gal_Lectin/
Exapal_XM_021056163.2		
Exapal_XM_021056164.2		Death/
Exapal_XM_021056165.2		Death/
Exapal_XM_021056167.2	drebrin_1	Cofilin_ADF/Cofilin_ADF/
Exapal_XM_021056168.2	hemicentin_2	I-set/Ig_2/Ig_3/Ig_2/Ig_3/SEA/
Exapal_XM_021056170.2	glycoprotein_2	
Exapal_XM_021056171.2	glutamate_cysteine_ligase_modifier_subunit	
Exapal_XM_021056172.1		DUF885/
Exapal_XM_021056173.2	TNF_receptor_associated_factor_2	
Exapal_XM_021056174.2	ATP_binding_cassette_subfamily_F_member_1	ABC_tran/ABC_tran_Xtn/ABC_tran/
Exapal_XM_021056175.2	laminin_subunit_alpha_1	Laminin_EGF/Laminin_EGF/
Exapal_XM_021056176.2		TCTP/
Exapal_XM_021056179.2		
Exapal_XM_021056182.2	glycine_C_acetyltransferase	Aminotran_1_2/
Exapal_XM_021056183.2	recombination_signal_binding_protein_for_immunoglobulin_kappa_J_region	LAG1-DNAbind/BTD/
Exapal_XM_021056185.2		
Exapal_XM_021056186.2		
Exapal_XM_021056187.2	Bet1_golgi_vesicular_membrane_trafficking_protein	
Exapal_XM_021056188.2		
Exapal_XM_021056191.2	MOB_kinase_activator_3B	Mob1_phocein/
Exapal_XM_021056192.2	CWF19_like_cell_cycle_control_factor_1	CwfJ_C_1/CwfJ_C_2/
Exapal_XM_021056193.2	ATPase_H_transporting_V1_subunit_C1	V-ATPase_C/
Exapal_XM_021056194.1	ribosomal_protein_S11	Ribosomal_S17_N/Ribosomal_S17/
Exapal_XM_021056195.2		
Exapal_XM_021056196.2		Collagen/
Exapal_XM_021056197.2	opsin_4	7tm_1/
Exapal_XM_021056198.2	histone_H4_transcription_factor	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_021056200.2		
Exapal_XM_021056203.2		
Exapal_XM_021056205.2		
Exapal_XM_021056206.2		
Exapal_XM_021056208.1		
Exapal_XM_021056209.1		Integrase_H2C2/rve/
Exapal_XM_021056210.2		THAP/HTH_Tnp_4/DDE_Tnp_4/
Exapal_XM_021056211.2	solute_carrier_family_18_member_B1	
Exapal_XM_021056212.2	solute_carrier_family_18_member_B1	
Exapal_XM_021056213.2		YqaJ/Peptidase_C48/
Exapal_XM_021056218.2	EFR3_homolog_B	
Exapal_XM_021056219.2	5_aminoimidazole_4_carboxamide_ribonucleotide_formyltransferase_IMP_cyclohydrolase	MGS/AICARFT_IMPCHas/
Exapal_XM_021056220.2	glutamate_rich_2	
Exapal_XM_021056221.2	forkhead_box_N3	Forkhead/
Exapal_XM_021056224.2	SIX_homeobox_1	SIX1_SD/Homeodomain/
Exapal_XM_021056225.2	ATP_binding_cassette_subfamily_C_member_4	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
Exapal_XM_021056226.2	enhancer_of_zeste_2_polycomb_repressive_complex_2_subunit	PRC2_HTH_1/preSET_CXC/SET/
Exapal_XM_021056228.2	F_box_and_leucine_rich_repeat_protein_14	F-box-like/LRR_6/
Exapal_XM_021056231.2	tripartite_motif_containing_56	zf-RING_UBOX/zf-B_box/NHL/NHL/
Exapal_XM_021056232.2	SIX_homeobox_1	SIX1_SD/Homeodomain/
Exapal_XM_021056233.2		
Exapal_XM_021056234.2	spermatogenesis_associated_17	IQ/IQ/
Exapal_XM_021056235.2	transmembrane_p24_trafficking_protein_7	EMP24_GP25L/
Exapal_XM_021056236.1	N_glycanase_1	Thioredoxin/PUB/Rad4/PAW/
Exapal_XM_021056237.2		CPSase_L_D2/
Exapal_XM_021056239.2	trio_Rho_guanine_nucleotide_exchange_factor	CRAL_TRIO_2/Spectrin/Spectrin/Spectrin/Spectrin/RhoGEF/SH3_2/RhoGEF/PH/
Exapal_XM_021056243.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021056250.2	kalirin_RhoGEF_kinase	SH3_2/I-set/fn3/Pkinase/
Exapal_XM_021056253.2	beta_1_3_galactosyltransferase_1	Galactosyl_T/
Exapal_XM_021056255.2		
Exapal_XM_021056256.2	nuclear_transcription_factor_X_box_binding_1	zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/zf-NF-X1/R3H/
Exapal_XM_021056259.2	SV2_related_protein	
Exapal_XM_021056260.2		
Exapal_XM_021056261.1	NYN_domain_and_retroviral_integrase_containing	Integrase_H2C2/rve/
Exapal_XM_021056263.1		HTH_Tnp_4/DDE_Tnp_4/
Exapal_XM_021056264.2	purinergic_receptor_P2X_7	
Exapal_XM_021056265.1	THAP_domain_containing_10	THAP/
Exapal_XM_021056267.2		YqaJ/
Exapal_XM_021056268.2		
Exapal_XM_021056269.2	biliverdin_reductase_A	
Exapal_XM_021056271.2	centrosomal_protein_70	
Exapal_XM_021056272.2	DEAH_box_helicase_8	
Exapal_XM_021056273.2	SEM1_26S_proteasome_complex_subunit	DSS1_SEM1/
Exapal_XM_021056274.2		
Exapal_XM_021056275.2	dual_specificity_phosphatase_10	Rhodanese/DSPc/
Exapal_XM_021056278.2	msh_homeobox_1	Homeodomain/
Exapal_XM_021056280.2		HECT/
Exapal_XM_021056281.2	msh_homeobox_1	Homeodomain/
Exapal_XM_021056282.2	goosecoid_homeobox	Homeodomain/
Exapal_XM_021056286.2	endoplasmic_reticulum_metallopeptidase_1	Peptidase_M28/
Exapal_XM_021056287.2	protein_tyrosine_phosphatase_receptor_type_D	I-set/I-set/I-set/I-set/I-set/I-set/Ig_3/I-set/Ig_3/PTP_tm/Y_phosphatase/
Exapal_XM_021056288.2	sphingomyelin_phosphodiesterase_acid_like_3A	Metallophos/
Exapal_XM_021056289.2		
Exapal_XM_021056291.2	protein_tyrosine_phosphatase_receptor_type_D	Ig_3/Ig_3/Mid2/Y_phosphatase/Y_phosphatase/
Exapal_XM_021056292.2	sphingomyelin_phosphodiesterase_acid_like_3A	Metallophos/
Exapal_XM_021056294.2	immunoglobulin_superfamily_member_10	Ig_3/
Exapal_XM_021056295.2	collagen_type_XIV_alpha_1_chain	VWA/
Exapal_XM_021056296.1	protein_tyrosine_phosphatase_receptor_type_S	Y_phosphatase/Y_phosphatase/
Exapal_XM_021056297.2	Mtr4_exosome_RNA_helicase	DEAD/Helicase_C/rRNA_proc-arch/DSHCT/
Exapal_XM_021056300.2	zeta_chain_of_T_cell_receptor_associated_protein_kinase_70	Pkinase_Tyr/
Exapal_XM_021056301.2		RVT_1/
Exapal_XM_021056303.2		
Exapal_XM_021056304.2	transmembrane_protein_8B	
Exapal_XM_021056305.2	staufen_double_stranded_RNA_binding_protein_2	dsrm/dsrm/dsrm/dsrm/
Exapal_XM_021056306.1	catenin_delta_1	TUDOR/Arm/AlbA_2/
Exapal_XM_021056307.2	solute_carrier_organic_anion_transporter_family_member_4A1	OATP/OATP/
Exapal_XM_021056308.2	par_3_family_cell_polarity_regulator	PH/PDZ/
Exapal_XM_021056309.2	ribosomal_protein_L30	Ribosomal_L7Ae/
Exapal_XM_021056310.2	ribosomal_protein_lateral_stalk_subunit_P1	Ribosomal_60s/
Exapal_XM_021056311.2	tubulin_epsilon_1	Tubulin/Tubulin_C/
Exapal_XM_021056312.2		
Exapal_XM_021056313.2		zf-C2H2/
Exapal_XM_021056314.2		
Exapal_XM_021056315.1	roundabout_guidance_receptor_1	Collagen/I-set/I-set/I-set/Sushi/Sushi/TLD/
Exapal_XM_021056316.1		Peptidase_A17/
Exapal_XM_021056317.1	C_terminal_Src_kinase	Pkinase/
Exapal_XM_021056318.2	harbinger_transposase_derived_1	DDE_Tnp_4/
Exapal_XM_021056319.1	harbinger_transposase_derived_1	DDE_Tnp_4/
Exapal_XM_021056320.2		
Exapal_XM_021056322.2		
Exapal_XM_021056323.1	somatostatin_receptor_4	7tm_1/
Exapal_XM_021056324.2	von_Willebrand_factor_A_domain_containing_7	
Exapal_XM_021056325.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021056326.2	adrenoceptor_beta_2	7tm_1/
Exapal_XM_021056327.2	zinc_finger_CCHC_type_containing_7	zf-CCHC/zf-CCHC/zf-CCHC/
Exapal_XM_021056329.1	phosphorylated_adaptor_for_RNA_export	RNA_GG_bind/
Exapal_XM_021056331.2	BCL9_transcription_coactivator	
Exapal_XM_021056334.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021056335.2	hemicentin_1	Astacin/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/
Exapal_XM_021056336.1	coagulation_factor_V	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/
Exapal_XM_021056337.2	protein_tyrosine_phosphatase_receptor_type_D	fn3/fn3/fn3/fn3/fn3/fn3/PTP_tm/
Exapal_XM_021056342.2	protein_tyrosine_phosphatase_receptor_type_D	Y_phosphatase/
Exapal_XM_021056347.2	EGF_like_domain_multiple_8	EMI/
Exapal_XM_021056348.1		
Exapal_XM_021056349.1		Peptidase_A17/
Exapal_XM_021056351.1		RT_RNaseH/
Exapal_XM_021056352.2		Endonuclease_7/
Exapal_XM_021056354.2		MACPF/ApeC/
Exapal_XM_021056356.2	SUMO_specific_peptidase_2	Peptidase_C48/
Exapal_XM_021056357.2		
Exapal_XM_021056358.1		
Exapal_XM_021056360.2		
Exapal_XM_021056361.2	glucuronidase_beta	Glyco_hydro_2_N/Glyco_hydro_2/Glyco_hydro_2_C/
Exapal_XM_021056362.2	centrosome_and_spindle_pole_associated_protein_1	CCDC66/
Exapal_XM_021056364.2		MACPF/ApeC/
Exapal_XM_021056365.2	coiled_coil_domain_containing_62	
Exapal_XM_021056369.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021056370.2		
Exapal_XM_021056372.2	acylphosphatase_1	Acylphosphatase/
Exapal_XM_021056375.2	G_protein_coupled_receptor_kinase_3	
Exapal_XM_021056377.2	signal_sequence_receptor_subunit_1	TRAP_alpha/
Exapal_XM_021056378.2	flap_structure_specific_endonuclease_1	XPG_N/XPG_I/
Exapal_XM_021056379.2	protein_disulfide_isomerase_family_A_member_4	Thioredoxin/Thioredoxin/ERp29/
Exapal_XM_021056380.2	NEDD8_ubiquitin_like_modifier	ubiquitin/
Exapal_XM_021056381.2		PT-HINT/
Exapal_XM_021056382.1	RPGRIP1_like	C2-C2_1/C2/RPGR1_C/
Exapal_XM_021056383.1		
Exapal_XM_021056384.2	RAB30_member_RAS_oncogene_family	Ras/
Exapal_XM_021056385.2	RAB18_member_RAS_oncogene_family	Ras/
Exapal_XM_021056386.2	NHL_repeat_containing_2	
Exapal_XM_021056388.2	dynein_cytoplasmic_1_light_intermediate_chain_2	DLIC/
Exapal_XM_021056389.2	regulator_of_microtubule_dynamics_1	TPR_8/
Exapal_XM_021056391.2	heat_shock_transcription_factor_1	HSF_DNA-bind/
Exapal_XM_021056392.2	cysteine_and_histidine_rich_1	zf-C3HC4_3/zf-TRAF/
Exapal_XM_021056393.2	insulin_receptor	ANF_receptor/Pkinase_Tyr/
Exapal_XM_021056395.2	adhesion_G_protein_coupled_receptor_L3	Gal_Lectin/
Exapal_XM_021056398.2	adhesion_G_protein_coupled_receptor_L2	Collagen/Collagen/Gal_Lectin/
Exapal_XM_021056402.2	sirtuin_6	
Exapal_XM_021056403.2		
Exapal_XM_021056404.2	lon_peptidase_2_peroxisomal	LON_substr_bdg/AAA/Lon_C/
Exapal_XM_021056405.2		
Exapal_XM_021056406.2	F_box_protein_31	F-box-like/DUF3506/
Exapal_XM_021056407.2		Collagen/Collagen/Gal_Lectin/
Exapal_XM_021056411.2	pyruvate_dehydrogenase_phosphatase_regulatory_subunit	DAO/FAO_M/GCV_T/GCV_T_C/
Exapal_XM_021056412.2		Collagen/Collagen/
Exapal_XM_021056413.2	NADH_ubiquinone_oxidoreductase_core_subunit_S3	Complex1_30kDa/
Exapal_XM_021056414.2	harbinger_transposase_derived_1	DDE_Tnp_4/
Exapal_XM_021056415.2	transmembrane_serine_protease_11D	Trypsin/
Exapal_XM_021056416.2	RAB1A_member_RAS_oncogene_family	Ras/
Exapal_XM_021056417.2	origin_recognition_complex_subunit_6	ORC6/
Exapal_XM_021056419.2		PH/
Exapal_XM_021056420.2	autophagy_related_13	ATG13/
Exapal_XM_021056421.2	transmembrane_protein_with_metallophosphoesterase_domain	Metallophos/
Exapal_XM_021056422.2	NOP9_nucleolar_protein	
Exapal_XM_021056423.1	short_chain_dehydrogenase_reductase_family_39U_member_1	Epimerase/
Exapal_XM_021056424.2	mitochondrial_ribosome_recycling_factor	RRF/
Exapal_XM_021056425.2	transmembrane_protein_189	TMEM189_B_dmain/
Exapal_XM_021056427.1	RAB21_member_RAS_oncogene_family	Ras/
Exapal_XM_021056430.2	ubiquitin_like_modifier_activating_enzyme_3	ThiF/E2_bind/
Exapal_XM_021056431.2	Zic_family_member_1	zf_ZIC/zf-C2H2/zf-C2H2/
Exapal_XM_021056432.2	interferon_regulatory_factor_1	IRF/
Exapal_XM_021056434.1		DDE_3/
Exapal_XM_021056435.1	zinc_finger_MYM_type_containing_1	Dimer_Tnp_hAT/
Exapal_XM_021056436.1	zinc_finger_MYM_type_containing_1	DUF4371/
Exapal_XM_021056438.2		
Exapal_XM_021056439.1		
Exapal_XM_021056440.1		
Exapal_XM_021056441.1		Peptidase_A17/
Exapal_XM_021056442.2	Zic_family_member_4	zf_ZIC/zf-C2H2/zf-C2H2/
Exapal_XM_021056443.1	transcription_factor_Dp_2	E2F_TDP/DP/
Exapal_XM_021056445.2		
Exapal_XM_021056446.2	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1	Sushi/Sushi/Sushi/
Exapal_XM_021056447.2	testis_prostate_and_placenta_expressed	
Exapal_XM_021056450.2		Peptidase_C14/
Exapal_XM_021056452.2	XPC_complex_subunit_DNA_damage_recognition_and_repair_factor	
Exapal_XM_021056455.1	hemicentin_1	TSP_1/TSP_1/TSP1_ADAMTS/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/
Exapal_XM_021056456.2	XPC_complex_subunit_DNA_damage_recognition_and_repair_factor	Rad4/BHD_1/BHD_2/BHD_3/
Exapal_XM_021056457.2	centromere_protein_K	CENP-K/
Exapal_XM_021056458.1	neogenin_1	fn3/fn3/fn3/Ion_trans_2/
Exapal_XM_021056459.2		Tyrosinase/
Exapal_XM_021056460.2		CECR6_TMEM121/
Exapal_XM_021056461.2		CECR6_TMEM121/
Exapal_XM_021056462.2		
Exapal_XM_021056463.2	G_protein_signaling_modulator_1	TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/
Exapal_XM_021056464.1		DUF5641/
